pattern,black,white,amInd,asian,hispanic
du/ka,0.0,0.9718,0.0,0.0,0.0
du/kin,0.0372308271979,0.924977851884,0.00490572542226,0.0048326201819,0.0160747423127
du/ko,0.0,0.9728,0.0,0.0,0.0155
du/la,0.3333,0.6194,0.0,0.016,0.0
du/lin,0.302700542495,0.650578439282,0.00265577966337,0.0146105717068,0.0140324384476
du/los,0.0658,0.8789,0.0027,0.0044,0.0296
du/man,0.0100724299065,0.935654744788,0.0,0.0,0.0305748382459
du/nes,0.0,0.0659,0.0,0.0,0.9222
du/ny,0.0422,0.8998,0.0,0.0,0.0264
du/o,0.0237318971244,0.617815051723,0.00711925595521,0.096324418715,0.234482594666
du/on,0.146557363885,0.704424500736,0.00563265923902,0.00407450704225,0.125014095018
du/ow,0.0052610355419,0.967536726634,0.0,0.00570197455024,0.00614541465555
du/sen,0.0,0.9586,0.0,0.0161,0.0138
du/ski,0.0,0.972339754098,0.0,0.00256516393443,0.0112722848361
du/son,0.360084096859,0.589498180628,0.00824352094241,0.00468905759162,0.0162277879581
du/sson,0.3116,0.6164,0.0,0.0057,0.0194
du/us,0.3768,0.5588,0.0,0.0,0.0354
du/worth,0.186739540939,0.770613751285,0.00463458718739,0.00354592668722,0.0181487975334
du/za,0.0,0.9652,0.0,0.0,0.0184
el/an,0.0183320922478,0.938877632676,0.00167671575438,0.00722258960822,0.0169832175604
el/and,0.0178,0.966,0.0,0.0,0.0104
el/ard,0.0467,0.9187,0.0045,0.0058,0.0109
el/baum,0.0,0.9544,0.0,0.0,0.0119
el/berg,0.0142,0.9481,0.0,0.0,0.011
el/bert,0.1713,0.7876,0.0078,0.0049,0.0087
el/burg,0.005,0.9712,0.005,0.0046,0.0059
el/by,0.795825897921,0.154058601134,0.0,0.00470775047259,0.0207937618147
el/dorf,0.0076,0.9498,0.0,0.0,0.0218
el/ek,0.0,0.9485,0.0,0.0,0.0268
el/ell,0.0150839794841,0.930293498265,0.0112956403681,0.00740297179062,0.0254767838286
el/er,0.0816758300345,0.881733622781,0.00594814359596,0.00351612341974,0.0136111767335
el/ers,0.0287956627237,0.942401850167,0.0024279648165,0.00179669396421,0.00998635122839
el/ford,0.0308,0.9327,0.0,0.0,0.0154
el/i,0.262718159806,0.463700322841,0.0177300242131,0.142463841808,0.0282325262308
el/ia,0.0194,0.8642,0.0069,0.0329,0.0388
el/in,0.214031924566,0.72704537801,0.00437507997979,0.00185893248022,0.0240836672841
el/ing,0.0440839617631,0.922441157727,0.0,0.00321635687732,0.0143445565587
el/is,0.226,0.7282,0.0066,0.0044,0.0183
el/kin,0.00752211314906,0.943910901576,0.00671237406355,0.00128938258848,0.021450116249
el/ko,0.0,0.9719,0.0,0.0111,0.006
el/li,0.2069,0.6021,0.0303,0.069,0.0386
el/los,0.0,0.9648,0.0,0.0,0.0
el/man,0.0183320922478,0.938877632676,0.00167671575438,0.00722258960822,0.0169832175604
el/nes,0.0,0.0411,0.0178,0.0,0.937
el/o,0.00164284599006,0.134089105749,0.00432327892122,0.0065728317956,0.849358899929
el/on,0.213649549004,0.746589545911,0.00499204185243,0.00376670875963,0.0153109991496
el/ot,0.146240072202,0.803979528562,0.00619917179868,0.00490382246762,0.0214850499044
el/quist,0.0,0.9672,0.0,0.0,0.0164
el/ridge,0.1256,0.8361,0.0093,0.0041,0.0116
el/sen,0.0,0.968164316013,0.0,0.0,0.0148590668081
el/sma,0.0,0.9811,0.0,0.0,0.0165
el/son,0.206994440887,0.754822727981,0.00547909448069,0.00361514391042,0.0137985911836
el/stad,0.0,0.964789671362,0.0,0.0,0.00939389671362
el/well,0.0015,0.9474,0.01,0.0055,0.0274
el/wood,0.0174663579532,0.936242093077,0.0136472794628,0.0027843134985,0.0171062861774
el/worth,0.0270315536893,0.925837679131,0.00898304339132,0.00541652336199,0.020275004999
el/za,0.0105,0.9649,0.0,0.0,0.0
fitz/er,0.00335804651163,0.957734381395,0.00928029767442,0.00238794418605,0.0126669581395
fitz/is,0.0,0.9762,0.0,0.0,0.0089
fitz/on,0.0062,0.9649,0.0028,0.0038,0.0123
gil/an,0.0331678904916,0.925471910037,0.00626388768031,0.0070495531979,0.0143269855082
gil/and,0.0152976736383,0.948285812549,0.00524731573649,0.00382924169556,0.0137817022704
gil/ard,0.647922878265,0.312081754559,0.00176535239034,0.00176535239034,0.0154878068014
gil/berg,0.0,0.9673,0.0,0.0,0.0173
gil/bert,0.1498,0.8031,0.0069,0.0042,0.0211
gil/don,0.5894,0.3558,0.0,0.0,0.0142
gil/dorf,0.0,0.9655,0.0,0.0,0.02
gil/er,0.135103738,0.8282303738,0.00332437529788,0.00580618233812,0.0127836862531
gil/et,0.0463,0.8824,0.0,0.0,0.025
gil/ford,0.5864,0.3694,0.0039,0.0063,0.0142
gil/han,0.0,0.9681,0.0084,0.0,0.0126
gil/i,0.0,0.761847310345,0.0,0.177937425287,0.0133372413793
gil/in,0.0229316070659,0.928647083154,0.0127397501077,0.00463096079276,0.0171522102542
gil/is,0.1558,0.8035,0.0096,0.004,0.0141
gil/kin,0.0,0.9834,0.0,0.0,0.0067
gil/lin,0.0492,0.9015,0.0119,0.0079,0.0143
gil/man,0.0134964122232,0.94354770506,0.0068303476432,0.00888230854881,0.0129736855128
gil/o,0.016497032967,0.82966021978,0.0,0.0,0.131851648352
gil/on,0.0769324423794,0.883810489028,0.00414073699223,0.00539137875512,0.0144764778948
gil/son,0.0384459659091,0.924968657025,0.00428667355372,0.00532840909091,0.0132548657025
kil/an,0.0302395664901,0.931970734597,0.00644565793142,0.00267853359353,0.0159275926958
kil/beck,0.0526,0.8727,0.0,0.0,0.0458
kil/burg,0.0,0.9493,0.0,0.0,0.0347
kil/by,0.0603,0.9106,0.0032,0.0023,0.0149
kil/er,0.00257206418673,0.963007585704,0.00269541523393,0.00375153693863,0.0153121808899
kil/in,0.0,0.9711,0.0,0.0,0.013
kil/man,0.00334902488231,0.929363887021,0.0147915265636,0.00334902488231,0.020846402152
kil/ny,0.057,0.9033,0.0,0.0058,0.0174
kil/o,0.227,0.7352,0.0,0.0,0.0123
kil/on,0.0445391684902,0.907324885618,0.00911028446389,0.00938635369007,0.0170626616272
kil/ow,0.0,0.9699,0.0,0.0,0.0
kil/us,0.0,0.9822,0.0,0.0,0.0099
kil/worth,0.1556,0.7994,0.0111,0.0026,0.0153
la/ac,0.0103,0.0493,0.0,0.9199,0.0144
la/ach,0.000688636991982,0.93463323196,0.000821067182748,0.0367809925353,0.0106449820293
la/ago,0.0205,0.428,0.0038,0.0397,0.4921
la/ak,0.0,0.9782,0.0,0.0,0.0
la/an,0.0540244141139,0.849669812604,0.00562031291144,0.0582441938032,0.0128177170192
la/and,0.112461908099,0.842617030969,0.00596207455429,0.00420483157388,0.0192332165228
la/ang,0.099,0.8416,0.0056,0.0234,0.0163
la/ange,0.017616417634,0.944622431465,0.00327147752531,0.00462982217832,0.0186076623858
la/ano,0.00114298850575,0.0707682594417,0.000979704433498,0.0283929064039,0.883233103448
la/ard,0.339477826359,0.589628669582,0.00281542785759,0.0,0.043383635228
la/arz,0.0,0.9861,0.0,0.0,0.0
la/au,0.00357226012094,0.357557377342,0.00183823468081,0.584996869135,0.0242084065656
la/ba,0.0,0.569927557411,0.0,0.326715240084,0.0417513569937
la/berg,0.0,0.971072414966,0.00168323129252,0.00408081632653,0.0102160204082
la/bert,0.0934,0.8571,0.0116,0.0046,0.0194
la/brook,0.0,0.9738,0.0031,0.0,0.0112
la/by,0.1529,0.8204,0.002,0.0032,0.0138
la/cki,0.0,0.9899,0.0,0.0,0.0
la/dale,0.202120307167,0.749521255214,0.00627098976109,0.00395866514979,0.0178045885476
la/din,0.00548762736536,0.532244359534,0.0043768558952,0.00089173944687,0.449242394469
la/don,0.0425896545739,0.916514546086,0.00537925128739,0.0100750216976,0.014510860383
la/dorf,0.0,0.9726,0.0,0.0,0.0174
la/ek,0.0,0.977502249719,0.0,0.0,0.00562474690664
la/ell,0.0774174869948,0.874339455782,0.00480168067227,0.00320118047219,0.0150159063625
la/ent,0.190104893999,0.745210505221,0.00569123510178,0.00558739584432,0.0234359772176
la/er,0.118981550197,0.841606465662,0.00538296849973,0.00451415485159,0.0152615481205
la/eros,0.0027,0.0354,0.0028,0.0015,0.9546
la/ers,0.0937670488554,0.867176112558,0.0056157915193,0.00334938785029,0.0161836565743
la/ese,0.0,0.977,0.0,0.0,0.0138
la/ez,0.00447265214125,0.0571156273479,0.0,0.011666190834,0.921463335838
la/ford,0.121443574147,0.833647745618,0.00611526176199,0.00473073685424,0.0180620560424
la/gren,0.0,0.9552,0.0168,0.0,0.0131
la/han,0.414775931446,0.544193392946,0.0,0.0,0.0126229011426
la/i,0.00070082708773,0.551535125761,0.000918474859929,0.400822578767,0.0173589342453
la/ia,0.00347458163265,0.914707581633,0.000503112244898,0.0155126836735,0.0518402959184
la/ich,0.0,0.9722,0.0,0.0,0.0122
la/ier,0.212903219516,0.755226593507,0.00523203456582,0.00254644973808,0.0104790004971
la/in,0.0987746758642,0.813949959719,0.00883107927796,0.00467821051837,0.0595470204678
la/ing,0.0455106117567,0.903587393199,0.0116276443951,0.00886103041695,0.0163313952495
la/is,0.0281807691147,0.930397799511,0.00332268103474,0.00348416191252,0.0221138609677
la/ius,0.0,0.979992,0.0058275,0.0,0.0
la/ka,0.0,0.967406569665,0.0,0.0,0.0101568783069
la/kin,0.189036689089,0.769854084483,0.00513859024057,0.00388610762741,0.0167888011629
la/ko,0.00394997790544,0.96158272205,0.00394997790544,0.00531727794962,0.010142333186
la/la,0.00803077876838,0.656320930507,0.000702255417134,0.291429869516,0.0231550805928
la/li,0.0,0.9398,0.0,0.0264,0.0103
la/lin,0.0168620555489,0.93953272477,0.0106953609482,0.00357497904944,0.0172812761882
la/los,0.0528,0.9105,0.0,0.0,0.0141
la/man,0.00901012181617,0.930678062016,0.00469601698044,0.0258878146918,0.0110058840901
la/mann,0.0,0.964673460145,0.0,0.0,0.0208486413043
la/mos,0.0154,0.7004,0.0,0.0,0.2489
la/nen,0.0,0.937256610169,0.0126860169492,0.0,0.0195131355932
la/nes,0.114631422505,0.342915286624,0.0,0.0,0.531884713376
la/o,0.0115056237316,0.422351836959,0.0188863266506,0.114628342469,0.416435916014
la/off,0.00650074349442,0.973991821561,0.0,0.0,0.00560408921933
la/ok,0.0,0.9738,0.0031,0.0,0.0112
la/on,0.105433617679,0.852126927651,0.00612559138167,0.00717151037793,0.0148598268463
la/ot,0.0,0.9553,0.0,0.0092,0.0126
la/ow,0.0176652173913,0.946340285326,0.0,0.0,0.0102007472826
la/quist,0.0,0.977,0.0,0.0,0.0115
la/ridge,0.0,0.9535,0.0,0.0,0.0155
la/ros,0.00235734762848,0.152917072602,0.00244465679991,0.00130963757138,0.836486458455
la/sen,0.00403872455389,0.955891361657,0.00585644003923,0.00556421970988,0.016097322458
la/ski,0.000779422947886,0.969353086558,0.000779422947886,0.00292540818609,0.0138780921494
la/son,0.104708757169,0.853921754282,0.00597203512519,0.00767803409675,0.0135382686603
la/sson,0.0,0.9427,0.0,0.0096,0.0191
la/stein,0.0,0.9938,0.0,0.0,0.0
la/tos,0.0,0.953,0.0049,0.0,0.0203
la/us,0.0347548281506,0.89973667485,0.00228884342608,0.0220767321331,0.0201875204583
la/verde,0.0,0.0936288582183,0.0,0.00201937264743,0.897379974906
la/well,0.112215979021,0.838100594406,0.0,0.00174713286713,0.0182034615385
la/za,0.00664505940743,0.697253692285,0.00483970521883,0.0359136261092,0.23897192059
le/ach,0.127258204137,0.832351888533,0.00757524265449,0.00421912249111,0.0145978084237
le/ak,0.300117717004,0.662303115339,0.00178287752675,0.00700041617122,0.0107284185493
le/an,0.0124509414347,0.949997701282,0.00366590764699,0.00818463237842,0.0140118589003
le/and,0.140380944466,0.807427190066,0.00232810911224,0.00403149198279,0.0248576652327
le/ang,0.0,0.961,0.0103,0.0,0.0184
le/ange,0.0,0.9599,0.0,0.0,0.0125
le/ano,0.0,0.088958722919,0.0,0.29077018244,0.586634777651
le/anos,0.0,0.0616,0.0,0.0,0.9361
le/ard,0.12228804471,0.835484617216,0.00715812934982,0.00417168794569,0.0172331229233
le/au,0.0278206080719,0.899729022589,0.0412995824858,0.00404921314634,0.0136763943903
le/ba,0.0088,0.1487,0.0146,0.0254,0.795
le/beck,0.0132,0.9474,0.0,0.0,0.0169
le/berg,0.0,0.972966332046,0.0115691119691,0.0,0.00463907335907
le/bert,0.0505034265104,0.917961947701,0.0,0.0,0.0117439134355
le/brun,0.1096,0.8333,0.0035,0.0041,0.0256
le/burg,0.0,0.9613,0.0,0.0,0.0291
le/by,0.0,0.9707,0.0,0.0098,0.0086
le/cki,0.0,0.9732,0.0,0.0,0.0081
le/din,0.0,0.9543,0.0,0.0079,0.0157
le/eff,0.0095,0.9576,0.0,0.0,0.0212
le/ek,0.0793233333333,0.8845,0.00141333333333,0.00918666666667,0.0114833333333
le/ell,0.238725180136,0.713165744888,0.00547633885102,0.00255404089581,0.0169308666018
le/ema,0.0478,0.4073,0.0065,0.0118,0.5013
le/ens,0.044591543963,0.918807151872,0.00378350862432,0.00378350862432,0.0126149347918
le/ent,0.0089,0.9477,0.0098,0.0075,0.0159
le/er,0.0709706340707,0.887216237872,0.00587510372328,0.00373693947727,0.017759994834
le/ero,0.0072,0.1241,0.0072,0.5974,0.1342
le/ers,0.13243920431,0.833697002348,0.00524409448819,0.0021968503937,0.0100734631855
le/ese,0.00694449950446,0.958847274529,0.0,0.0,0.0168609514371
le/et,0.195311487018,0.763473800157,0.0065885129819,0.00388473642801,0.0191955940205
le/eu,0.0162099093264,0.681634294041,0.00615029145078,0.25937263601,0.0119897020725
le/ev,0.0,0.9405,0.0,0.0137,0.0183
le/ford,0.0217,0.9415,0.0113,0.0032,0.009
le/fort,0.0477,0.8892,0.0,0.0,0.0452
le/gate,0.0,0.952,0.0123,0.0,0.0234
le/han,0.00102597955707,0.967640459966,0.00135429301533,0.00289109028961,0.0151306643952
le/i,0.0287726927691,0.787264881666,0.00491899225652,0.134368354237,0.0281973781219
le/ia,0.0,0.9709,0.0,0.0,0.014
le/iak,0.0,0.973680896686,0.0,0.00288937621832,0.00878976608187
le/ich,0.228732559696,0.730375697389,0.00665565721937,0.00357741575541,0.0111955813435
le/ier,0.122068284479,0.817851273426,0.0129798654493,0.0,0.0287961076406
le/in,0.0263504151531,0.935186974572,0.00152335977463,0.00668724516273,0.0180776966417
le/ing,0.00500385159395,0.948094146448,0.00760441736481,0.00490913937548,0.016104950495
le/is,0.336580131207,0.611004673579,0.0113363377354,0.00450452703728,0.0169037789532
le/ius,0.0,0.9794,0.0,0.0,0.0
le/kas,0.0,0.9576,0.0,0.0,0.0275
le/ko,0.0,0.9742,0.0,0.0033,0.0125
le/la,0.0,0.9749,0.0,0.0,0.0
le/lin,0.0,0.9598,0.0,0.0069,0.0218
le/man,0.0128070536067,0.953337776022,0.00403628954077,0.00477582672076,0.0132398944383
le/mann,0.00725539632781,0.95553578146,0.00276850649351,0.00410502686968,0.0181234102105
le/mos,0.0068,0.3829,0.0059,0.0119,0.5656
le/nen,0.0042670226399,0.965403887228,0.0,0.00554348568988,0.0102428022213
le/o,0.0137861738102,0.751544788717,0.00604560525665,0.0579416132846,0.147672168917
le/off,0.0,0.9268,0.0,0.0,0.0505
le/on,0.0771946504667,0.460234401127,0.00440027499668,0.00850265559799,0.438346098438
le/ow,0.0426731597846,0.912916427289,0.00269744165171,0.00314030520646,0.0233259425494
le/ridge,0.5799,0.3791,0.0,0.0,0.0156
le/ros,0.1701,0.7459,0.0,0.0,0.019
le/ski,0.00145390594254,0.972821467926,0.00228715072806,0.00246790141677,0.0110259937033
le/sma,0.0025,0.076,0.0042,0.0366,0.8729
le/son,0.0442762282743,0.918047433967,0.00327945121117,0.00581634733817,0.0171212056932
le/us,0.00302040540541,0.073862972973,0.00214351351351,0.00243581081081,0.912844459459
le/wan,0.0,0.9823,0.0,0.0,0.0
le/well,0.0633761627907,0.893619767442,0.00872441860465,0.0,0.0214889534884
le/wood,0.131323765161,0.823148374055,0.00859121110916,0.00189883986641,0.0163495869221
le/worth,0.0,0.973838657244,0.00422671378092,0.0035474204947,0.00566077738516
le/za,0.0,0.1104,0.0,0.0,0.8684
mac/ac,0.0409422619048,0.490569607843,0.00174544817927,0.438713585434,0.00279271708683
mac/ach,0.0407,0.6765,0.0052,0.2535,0.0113
mac/ak,0.0,0.9791,0.0,0.0,0.0094
mac/an,0.00993478287057,0.950152942239,0.00223874600976,0.00515382762151,0.0188754502198
mac/and,0.0242,0.928,0.0,0.0,0.0287
mac/ek,0.00695612634502,0.963542242277,0.00416272127733,0.00345067684832,0.00902603262756
mac/ell,0.0124258208955,0.958983631841,0.00421940298507,0.0,0.00822049751244
mac/er,0.00542025316456,0.954644910338,0.00142824367089,0.00949845727848,0.0108011471519
mac/i,0.0010619280698,0.944015173441,0.00127431368376,0.0112703128325,0.0274317727176
mac/ia,0.00384292589028,0.820477333975,0.0,0.00387776708373,0.15110014437
mac/iak,0.0,0.9791,0.0,0.0,0.0094
mac/ik,0.0,0.965208179959,0.0,0.0,0.0112403885481
mac/in,0.35036679768,0.566946436856,0.00279023840206,0.00407114690722,0.0599424871134
mac/is,0.0,0.9641,0.0,0.007,0.013
mac/kin,0.046,0.925,0.0035,0.0017,0.0147
mac/ko,0.0,0.9524,0.0,0.0086,0.0139
mac/la,0.0,0.9722,0.0,0.0,0.0192
mac/lin,0.530723841865,0.426846700456,0.00205291434364,0.00519905727319,0.0153237607704
mac/nes,0.0,0.9658,0.0,0.0096,0.0064
mac/nik,0.0,0.9781,0.0,0.0,0.0
mac/o,0.00461027505911,0.513973101673,0.00242878991949,0.0120394989674,0.434644221963
mac/on,0.238930905739,0.71611810325,0.00418038718599,0.00522784051625,0.0160991703157
mac/ski,0.00169670180211,0.965972084325,0.00203604216253,0.00441142468548,0.0162938456307
mac/son,0.0104,0.9416,0.0018,0.0066,0.0207
mac/wan,0.0136,0.9493,0.0,0.0097,0.0117
mac/well,0.027,0.9446,0.0,0.0,0.0118
mala/ak,0.0,0.9219,0.0,0.0198,0.0099
mala/an,0.0,0.8694,0.0,0.0472,0.0435
mala/and,0.0,0.8229,0.0,0.0984,0.0519
mala/i,0.280251358025,0.663566728395,0.0,0.0,0.0234536419753
mala/on,0.0,0.046,0.0,0.0,0.9507
mala/ski,0.0,0.963832622799,0.0,0.0,0.0166616311399
mc/ac,0.00886972205795,0.94680958013,0.0,0.0,0.0141635127144
mc/ak,0.024,0.9438,0.002,0.0042,0.0131
mc/an,0.183703362706,0.773519762861,0.00724820612501,0.00383992656905,0.0155560545981
mc/and,0.124558466832,0.837244892957,0.00469791271039,0.00425932382204,0.0163524354417
mc/ard,0.0286510948905,0.94159270073,0.00312314911366,0.0,0.00936929092805
mc/court,0.0059,0.9696,0.002,0.0027,0.0124
mc/dale,0.0,0.9557,0.0,0.0,0.0201
mc/din,0.0643511627907,0.887618449612,0.0,0.0,0.0309896124031
mc/don,0.461670781925,0.49475043397,0.00630255711672,0.00268555637722,0.0155345541587
mc/eff,0.0,0.9716,0.0,0.0,0.02
mc/ek,0.0,0.9656,0.0039,0.0,0.0142
mc/ell,0.13667823945,0.825209795532,0.00545644512006,0.00393855154876,0.0140890136907
mc/er,0.168311093884,0.793256726747,0.00464469693299,0.00365784356477,0.0150187856324
mc/ers,0.118610693923,0.838700737032,0.00387952996802,0.000697455152274,0.0201671116674
mc/ese,0.110085596982,0.852899400799,0.00176449178873,0.00355719041278,0.0142376830892
mc/han,0.0736248047191,0.889600301675,0.00557358185638,0.00293540914723,0.0143661800356
mc/ier,0.5242,0.4429,0.0,0.0,0.0
mc/in,0.163926059602,0.796857433264,0.00463711889328,0.00365772278253,0.0152855174271
mc/ing,0.0991,0.8654,0.0,0.0,0.0222
mc/is,0.0963606204363,0.863724556997,0.00569387702898,0.00405156736896,0.0158713548207
mc/kin,0.107844184638,0.857763423795,0.00314947904047,0.00351840319845,0.0112696026169
mc/lin,0.069498332817,0.892480312034,0.00476877786852,0.00450236559745,0.0155799891107
mc/man,0.0,0.969830857488,0.0,0.00360555555556,0.0169202294686
mc/nes,0.0123246478873,0.954840375587,0.0,0.0,0.0163903755869
mc/ny,0.123230445224,0.839654406059,0.00221289488269,0.0014765564382,0.0142028634768
mc/o,0.495735727038,0.452706665344,0.00459158897044,0.0020175163658,0.0134786351914
mc/off,0.0,0.9766,0.0,0.0,0.0144
mc/ok,0.1328,0.7956,0.0321,0.0,0.0219
mc/on,0.185009515022,0.776564677271,0.00457101039996,0.00398219979247,0.0149399744128
mc/ow,0.112195346687,0.848386502311,0.0024693990755,0.00338200308166,0.0150865639445
mc/ridge,0.0,0.944679454685,0.00537323348694,0.00229884792627,0.0226373655914
mc/sen,0.0,0.9395,0.0,0.0,0.0218
mc/son,0.186839431785,0.770832453199,0.0065215588942,0.00410647426927,0.0149487022417
mc/sson,0.127558049432,0.815632197729,0.00403714094856,0.00403714094856,0.030755511022
mc/us,0.048,0.9167,0.0036,0.0062,0.015
mc/ville,0.0,0.964939119804,0.0114381418093,0.0,0.0114351534909
mc/wan,0.195261879827,0.768746097657,0.00509426364707,0.00331979840293,0.013896593795
mc/well,0.2385,0.7222,0.0054,0.0038,0.0146
mc/white,0.7421,0.2253,0.0,0.0,0.0122
mc/wright,0.6524,0.335,0.0,0.0,0.0
mic/ak,0.0,0.9746,0.0,0.0032,0.0117
mic/ec,0.0,0.9676,0.0049,0.0,0.0196
mic/ek,0.0,0.96959761763,0.00387835020846,0.0,0.0106901131626
mic/ell,0.2349,0.6341,0.0275,0.0092,0.0772
mic/ens,0.8564,0.1012,0.0022,0.002,0.0151
mic/er,0.0306123355848,0.938514610736,0.00357845716317,0.00251119800924,0.0106762175613
mic/i,0.00203274045933,0.961743912968,0.00102754849479,0.00263980314281,0.0205110055834
mic/ich,0.0,0.919,0.0,0.0405,0.0182
mic/ik,0.0,0.9787,0.0,0.003,0.0091
mic/in,0.065,0.8365,0.0,0.0,0.0273
mic/is,0.0026,0.9585,0.0029,0.009,0.0167
mic/ka,0.0,0.9758,0.0,0.0,0.0141
mic/li,0.0041430606161,0.952336038423,0.0,0.00283290824776,0.0289955945677
mic/lin,0.065,0.8365,0.0,0.0,0.0273
mic/o,0.0,0.892932346241,0.0501047835991,0.0,0.0409908883827
mic/on,0.00552881322314,0.955818743802,0.0036512661157,0.00396550082645,0.0166419239669
mic/sen,0.0,0.956487570621,0.0,0.0104443220339,0.014943700565
mic/ski,0.00125094133366,0.969904894935,0.00216829831167,0.00239849386615,0.0124188631119
mic/son,0.00580233832917,0.956546919234,0.00383190396891,0.00360759089648,0.0167726269775
na/ak,0.0,0.0385,0.0,0.9006,0.0
na/an,0.0933762951261,0.613632160944,0.00412371881243,0.229534971891,0.0123640663476
na/and,0.0,0.1051,0.0,0.6174,0.0201
na/ang,0.0,0.0459,0.0,0.8891,0.0
na/ano,0.00227804011701,0.715975783535,0.000955307145842,0.229441224405,0.0239636857501
na/ard,0.3596,0.5775,0.0,0.0,0.0281
na/au,0.0028,0.9439,0.0262,0.0044,0.0109
na/ba,0.0,0.1049,0.0,0.7855,0.0233
na/by,0.0567,0.8818,0.0378,0.0,0.0
na/cki,0.0,0.976,0.0,0.0064,0.0096
na/dal,0.0422,0.226,0.0067,0.1054,0.6071
na/er,0.0698132065634,0.857938889741,0.00324143536267,0.00895308388284,0.0292590952308
na/ers,0.0872,0.862,0.0121,0.0,0.0194
na/ez,0.00378794352591,0.0590121586476,0.00159632175367,0.0279470276797,0.901799804941
na/han,0.254246531866,0.578851100589,0.00905328896852,0.115729280778,0.0153717302278
na/i,0.00309632320724,0.775897334599,0.0197157660289,0.126767332408,0.0209572111874
na/ia,0.0,0.0837,0.0,0.0427,0.8703
na/ier,0.109076447483,0.854933566291,0.00508789981125,0.00324789062899,0.0119407743713
na/ik,0.0,0.0285,0.0,0.9029,0.0071
na/in,0.0257433556172,0.783621033752,0.0657238545573,0.0661974726887,0.0149985325289
na/ing,0.007,0.9257,0.0252,0.0084,0.0098
na/is,0.0,0.9469,0.0,0.0,0.0442
na/jas,0.0,0.0297,0.0,0.0,0.9651
na/la,0.00386142857143,0.756020384615,0.0,0.207695,0.00935197802198
na/li,0.00366595441595,0.955022317189,0.0032004985755,0.000708452041785,0.0250474596391
na/lund,0.0,0.9559,0.0,0.0142,0.0079
na/man,0.00112460176991,0.964588960177,0.00112460176991,0.011738340708,0.00886192477876
na/mann,0.0,0.9655,0.0,0.0048,0.0148
na/ny,0.0,0.974017168142,0.00293315634218,0.0,0.00825415929204
na/o,0.00509419329496,0.187734361177,0.00459856369443,0.0812599747238,0.705709175448
na/on,0.0868155382473,0.842928387434,0.01371491167,0.013272038987,0.0235988686798
na/ot,0.0,0.9675,0.0,0.0,0.0152
na/ow,0.0,0.9584,0.0,0.0,0.022
na/quin,0.0226,0.8554,0.0891,0.0014,0.0098
na/shi,0.0,0.0654,0.0,0.8148,0.023
na/ski,0.0,0.971140770102,0.0,0.00339722536806,0.010200792752
na/son,0.0341283018868,0.920152830189,0.0137660377358,0.00641132075472,0.0133924528302
na/us,0.0,0.9509,0.0,0.0,0.0254
naka/ano,0.0,0.057,0.0,0.8418,0.0245
naka/i,0.0,0.058315258216,0.200709859155,0.639656729264,0.0176073552426
naka/o,0.0,0.0584685487428,0.0,0.829296823996,0.0308666960741
naka/shi,0.0,0.0654,0.0,0.8148,0.023
nin/an,0.0,0.963,0.0,0.0,0.0111
nin/er,0.0,0.9855,0.0,0.0,0.0
nin/in,0.0,0.1159,0.0,0.1316,0.7289
nin/ing,0.0208,0.0576,0.0,0.8784,0.0
nin/man,0.0,0.963,0.0,0.0,0.0111
nin/o,0.0041,0.0954,0.0015,0.0217,0.8665
nord/an,0.00243556097561,0.948805170732,0.00435448780488,0.00243556097561,0.022428097561
nord/berg,0.0,0.9668,0.0,0.0,0.019
nord/by,0.0,0.9736,0.0,0.0,0.0143
nord/din,0.0055,0.9427,0.0134,0.0099,0.0154
nord/ell,0.0,0.9656,0.0,0.0,0.0151
nord/er,0.00486796116505,0.970892038835,0.0,0.00582466019417,0.00582466019417
nord/gren,0.0,0.9734,0.0067,0.0,0.0122
nord/in,0.0055,0.9427,0.0134,0.0099,0.0154
nord/ing,0.0,0.9632,0.0,0.0,0.0
nord/lund,0.0,0.9572,0.0,0.0,0.0269
nord/man,0.0033,0.9465,0.0059,0.0033,0.0251
nord/mann,0.0,0.9581,0.0,0.0,0.0243
nord/off,0.0,0.9831,0.0,0.0,0.0
nord/quist,0.0034,0.9574,0.0053,0.0086,0.012
ny/and,0.0,0.9711,0.004,0.0,0.0137
ny/ard,0.0,0.961596901408,0.00359436619718,0.00693436619718,0.0118157746479
ny/berg,0.0022,0.9509,0.0057,0.0071,0.0174
ny/er,0.0511,0.9034,0.0089,0.0,0.0189
ny/gren,0.0,0.9672,0.0,0.0062,0.0079
ny/is,0.0,0.9828,0.0,0.0,0.0115
ny/lund,0.0,0.9606,0.0,0.0,0.0128
ny/ny,0.0221,0.1744,0.0,0.7445,0.0
ny/o,0.0,0.9772,0.0,0.0,0.0
ny/quist,0.0,0.964,0.0,0.0034,0.0154
ny/us,0.0,0.9725,0.0,0.0,0.0069
ny/ycz,0.0,0.9723,0.0,0.0,0.0192
pour/au,0.0296,0.9655,0.0,0.0,0.0
stor/beck,0.0,0.9236,0.0,0.0112,0.0292
stor/ent,0.0,0.947,0.0109,0.0,0.0265
stor/er,0.0274940406025,0.934072822528,0.00436542239686,0.00698172888016,0.0135328094303
stor/i,0.0,0.952,0.0,0.0,0.0316
stor/ment,0.0,0.947,0.0109,0.0,0.0265
stor/o,0.0,0.9433,0.0,0.0,0.0426
