shambly,(('white', 0.5183), 3)
shagaloza,0
ketser,(('white', 0.9511), 3)
chieke,0
hegje,(('white', 0.9723), 3)
estrada cruz,(('hispanic', 0.9165000000000001), 1)
behrenbrinke,0
gumbrecht,0
ainable,0
pereira-jersey,0
syger,(('white', 0.6568), 3)
uranli,0
bounie,(('black', 0.8301000000000001), 3)
emley,(('white', 0.9739), 1)
ambooken,0
voskanales,0
gilmore smith,(('white', 0.682), 1)
mcmarcin,0
ostroff-weinb,0
ball-reed,0
bonnell-brankovic,0
vadakkeparampil,0
gibson langel,(('white', 0.7456999999999999), 1)
buszwatiuk,0
penroze,0
protestante,0
glagovich,0
okoye,(('black', 0.9295), 1)
golesic,(('white', 0.9813), 3)
portelia,(('hispanic', 0.6843), 3)
kisekka,0
benidetti,0
poiley,(('white', 0.9564), 3)
ncclellan,(('white', 0.8225), 3)
holot,0
uribe-sandoval,0
starhawk,0
hanas,(('white', 0.9667), 3)
fanitis,0
alonso santana,(('hispanic', 0.8902), 1)
van der mude,(('white', 0.516), 1)
kariisa,(('white', 0.9492), 3)
daoudlan,0
ainciburu,0
fabisenski,0
voroniesky,0
al-sader,0
rafigh,0
alkahal,0
moduzieme,0
itkis,0
planincic,0
aleksiejew,0
badjknah,0
barragan castaneda,(('hispanic', 0.9520000000000001), 1)
lovaasdunifon,0
bombeto,0
verdecchia,0
soulio,0
dakkouri,0
graham-parker,0
leszcymski,(('white', 0.9681000000000001), 3)
sehrbrock,0
kelesy,0
nerur,0
kachen,0
d'maggio,0
everol,(('white', 0.9717), 3)
kurtyka,(('white', 0.9754), 3)
kalogeropoulou,0
breilid,0
loberfeld,0
poganik,0
saengsri,0
unterzaucher,0
veljic,0
monseratte de lopes,(('white', 0.42200000000000004), 1)
endrom,0
pallozola,0
schneidhofer,(('white', 0.9667), 3)
ochenas,0
catche,0
savenkov,0
fockender,0
pallaki,0
fleuant,0
skurnick,0
behrami,0
hughes-watts,0
logan-pryce,0
relph-wikman,0
krasovic,0
schefler,(('white', 0.9670000000000001), 3)
le liem,(('asian', 0.9515), 1)
pierczynkski,0
davitiashvili,0
jackson-hanr,0
nuzbach,0
hendrickson-guadelou,0
hewertson,0
williams-pollock,0
sweeten,(('white', 0.8876999999999999), 1)
sanchezmills,0
frazier-keys,0
dudienski,(('white', 0.9740000000000001), 3)
alvroz,0
merciers,(('white', 0.8914), 3)
nucelli,(('white', 0.9476), 3)
nakvi,0
villanueva-zapata,0
famey,0
depalna,(('hispanic', 0.5957), 3)
divelli,0
altamirano caldera,(('hispanic', 0.9320999999999999), 1)
baker-cox,0
hyatt,(('white', 0.8985), 1)
auguste alvarez,(('black', 0.825), 1)
murray-davis,0
darensburgh,(('black', 0.6347999999999999), 3)
purll,(('white', 0.8894), 3)
bizza,(('white', 0.7662), 3)
denenberg-friedman,0
sheels,0
makov,(('white', 0.9490000000000001), 3)
barbara engle,(('white', 0.9567), 1)
mazhnikova,0
flutar,0
iraola gonzalez,(('hispanic', 0.9399), 1)
mccarthy-hall,0
ignanga moussiro,0
salmona,(('white', 0.7506999999999999), 3)
sapsis,0
dixxon,(('white', 0.5705), 3)
veloz-rendon,0
le mert,(('asian', 0.9515), 1)
ruvkin,0
williams-franks,0
wharten,(('white', 0.9131), 3)
tsalkovich,0
barkby,0
tomasov,(('white', 0.9639), 3)
sourial,(('hispanic', 0.8619), 3)
agoureev,0
souch,(('white', 0.9473999999999999), 3)
lagomarinis,0
hale hasper,(('white', 0.8399), 1)
dundlow,0
pandys,0
diaminda,0
jurban,(('white', 0.8845000000000001), 3)
bugnion,0
howard burris,(('white', 0.6683), 1)
zaruk,0
boiro,(('white', 0.8329000000000001), 3)
el hanaoui,(('black', 0.53), 1)
mahedy,0
singh shergill,(('asian', 0.7444), 1)
petit'burns,0
dutton-leyda,0
sorbelli,(('white', 0.9615), 3)
khan subba,(('asian', 0.705), 1)
alekankin,0
bottie,0
nungin,0
elbardisi,0
kirk-bryant,0
taylor-powley,0
angela ledgerwood,(('white', 0.9547), 1)
abad herrera,(('hispanic', 0.4628), 1)
saumell-yedra,0
gowthaman,0
maeder-valentine,0
msparr,(('white', 0.9540000000000001), 3)
ganjavi,0
jenckes,(('white', 0.9539), 3)
bridgham,0
cyrus-carney,0
sullernberger,0
polenko,(('white', 0.8898), 3)
timafi,0
bartoe,(('white', 0.9651000000000001), 3)
lauerjr,0
bishop-oyedepo,0
shapiro-kline,0
vallada,(('white', 0.8974), 3)
sanchon,0
wrucha,0
loxanadham,0
maria luisa,(('hispanic', 0.5474), 1)
shilpiekandula,0
soycan,0
arblaez,(('hispanic', 0.8883), 3)
timwell,(('white', 0.8564), 3)
joyce-jones,0
moore-dennis,0
zavala-tenorio,0
mc comis,0
kipen,(('asian', 0.5988), 3)
nrekaj,0
reyder,(('white', 0.9224), 3)
heckethorn,(('white', 0.9615), 3)
urbina degante,(('hispanic', 0.932), 1)
lananger,(('white', 0.9651000000000001), 3)
dechamp-hastie,0
lashus,0
bernalmurrieta,0
tihopu,0
yoyongco,0
blakney-brown,0
zapatata,0
dreehill,0
sadelain,0
grinbukh,0
tsantanis,0
naqibuddin,0
sibens,0
jermantowicz,0
navit,0
quidric-lacsamana,0
oteng-sekyere,0
britton jordan,(('white', 0.7631), 1)
atnoor,0
pootan,0
bumbaco,0
matossaez,0
schunter,(('white', 0.6292), 3)
famby mandjo,0
blatson,(('white', 0.7865000000000001), 3)
eloyfson,0
caeg,(('black', 0.5598), 3)
cuglieri,0
znry,0
sistsky,0
santana-fernandez,0
provanmatievich,0
diong,(('white', 0.9314), 3)
h-smith,0
holterbosch,0
lammando,0
nallapapired,0
pelshaw,0
brodyaga,0
ihator,0
kalandyk,0
nagagma,0
yassawi,0
telyatnikova,0
fucas,0
toole stinnette,(('white', 0.8809999999999999), 1)
azancoth,0
carl-motley,0
kolobanova,0
abu-dan,0
schneiderhahn,(('white', 0.9812000000000001), 3)
inteli,0
pisarsik,(('white', 0.966), 3)
borreio,(('white', 0.9376000000000001), 3)
garanyi,0
balghit,0
davis-stegman,0
saeed,(('asian', 0.5039), 1)
de bold,(('white', 0.42200000000000004), 1)
schiminski,0
anderson-marheine,0
darimyellow,0
alvarado-garcia,0
ghanes,(('white', 0.8715999999999999), 3)
freemott,0
riekkinen,0
slobojan,0
eiland-jackson,0
heremogenes,0
burke-lee,0
policroni,0
clatyon,(('white', 0.7143999999999999), 3)
meymand-kermani,0
zazycki,(('white', 0.9628), 3)
lonewhiteeagle-jorge,0
dobbs allsopp,(('white', 0.84), 1)
torres-figueroa,0
kholsa,(('asian', 0.7973), 3)
bootorich,0
acevedo-correa,0
barabochkine,0
d auria murphy,0
aguirre-ramirez,0
venkatesalu,0
atalit,0
wongwasuzet,0
barragan-martinez,0
gannann,(('white', 0.618), 3)
szamszon,0
de biasio,(('white', 0.42200000000000004), 1)
chetverechenko,0
skarbardonis,0
de la santana,(('white', 0.42200000000000004), 1)
liakaku,0
dryganla,0
oritheneer,0
pindel ratomski,0
shoytova,0
lehmann taffe,(('white', 0.9553), 1)
cheunt-yim,0
annstrait,0
singen,0
dremchak,(('white', 0.9714), 3)
shatka,0
vidyalankar,0
handlik,(('white', 0.9659), 3)
wiechmen,(('white', 0.9662000000000001), 3)
guduputi,0
cilsdorf,(('white', 0.9655), 3)
alsmeyer,(('white', 0.9568000000000001), 3)
campbell pedro,(('white', 0.7646999999999999), 1)
reepmeyer,0
gaugl,0
vredeling,0
brookshire,(('white', 0.8928), 1)
fetsch,(('white', 0.9773999999999999), 1)
schurter,0
el maliki,(('black', 0.53), 1)
zuravicky,0
amegod,0
manzari,0
ralleigh,(('white', 0.899), 3)
jaaouani,0
al musad,(('white', 0.3563), 1)
pietrobelli,(('white', 0.9711), 3)
redman-heflin,0
lanao,(('white', 0.6405), 3)
newsom-ashlock,0
lavalsit,0
incolla,(('white', 0.8946), 3)
dukes-hutton,0
yeust,(('white', 0.9662999999999999), 3)
burmham,0
ploesser,(('white', 0.9526), 3)
saint velus,(('white', 0.8201999999999999), 1)
yates clay,(('white', 0.8261), 1)
karoomi,0
peixe,0
toro de hernandez,(('hispanic', 0.7929), 1)
walterhusk,0
logenhagen,0
willigmann,(('white', 0.9665), 3)
shiozaki kaw,0
champove,0
buchneier marrero,(('hispanic', 0.8804000000000001), 1)
johnson parada,(('white', 0.6154999999999999), 1)
heddese,(('white', 0.9721), 3)
storheim,0
dixon sparks,(('white', 0.5705), 1)
oreper,(('white', 0.9779000000000001), 3)
al-ihsan,0
philistia,0
widanski,0
dokliev,0
ruszaowski,0
roussianou,(('white', 0.8606), 3)
mahandrawattee,0
medyanikova,0
zamra,(('hispanic', 0.9052), 3)
daphane,(('white', 0.9873999999999999), 3)
khelimsky,0
arewa,0
shidara,0
eltgroth,(('white', 0.9706999999999999), 3)
daesmal,0
semenowitz,0
agrella,(('white', 0.9715), 3)
chlumak,0
smith-abron,0
al-mosabeh,0
dorrani,(('white', 0.9206), 3)
hatamleh,0
mudajja,0
mclaughan,(('white', 0.9640000000000001), 3)
mota-whitehead,0
plarenos,0
veek,0
cronkshaw,0
marcial-dominguez,0
nealton,(('white', 0.9101), 3)
piltser,(('white', 0.9731000000000001), 3)
gougouli,0
bearup gamarra,(('white', 0.9316), 1)
shifgert,0
northgrove,0
gantez,0
demaria-allums,0
mcabery,(('white', 0.7490000000000001), 3)
stergeos,0
sisouvankham,0
vanmarche,0
bairami mamaghani,0
khersonskiy,0
srkala,(('white', 0.9723999999999999), 3)
londono-payco,0
loyacano,0
modami,0
linsin,0
blattel guti,0
piperberg,0
fachler rudelman,0
areualo,0
lester-harris,0
mchammed,(('asian', 0.30269999999999997), 3)
l scott,(('white', 0.626), 1)
sainyo,0
nixon-marcelle,0
chanette,0
anoufrieva,0
kavcsak,0
bushell-bousman,0
tengry,0
hall-jackson,0
thomasm,(('white', 0.5553), 3)
thurneyssen,0
katrones,(('white', 0.963), 3)
serborth,0
ruano-diaz,0
dumbravo,0
onnenga,(('white', 0.9611), 3)
helgham,0
scholtens,(('white', 0.9649), 3)
smithking,0
parekh,(('asian', 0.9117000000000001), 1)
delollo,0
elicia,0
boosie-mu,0
zamatakis,0
obiri-gyan,0
tza,0
koonkhuntod,0
budnaya,(('white', 0.9537), 3)
steinmeitz,(('white', 0.9679000000000001), 3)
jozwiak,(('white', 0.9718000000000001), 1)
velaer,0
el-bayoumi,0
edwin mcgee,(('white', 0.4017), 1)
grassmid,0
gilara,0
grazano,(('white', 0.8979), 3)
wendez,0
davis-beard,0
bialack,(('white', 0.9749), 3)
ramirez-funes,0
tsukioka,0
clayart,(('white', 0.9433), 3)
smithbyrd,0
kunn gispan,0
gomez-nunez,0
tops,(('white', 0.9484), 3)
d rudolph,(('white', 0.7594), 1)
mills-margesson,0
follina,(('white', 0.9412999999999999), 3)
obois,0
chukudi,0
hempel-lamer,0
balakoski,0
carrera-ramirez,0
harby,0
hurik,0
doellingen,0
clickenbeard,0
durarte,(('white', 0.8317), 3)
wojszwilo,0
jaroni,0
mcfry,0
