0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1351,0,0,0,0,78403,2903,0,0,18724,0,0,11084,0,0,0,0,10397,0,0,537,0,31159,0,0,0,1582,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,232568,0,0,11991,0,6286,0,0,0,0,175701,0,30050,0,0,0,0,420,0,407,0,0,57205,5847,0,0,17017,2391,0,0,0,13643,1154,0,17557,0,0,0,0,0,0,0,0,0,0,14402,38382,855,0,463,0,55543,1976,1065,0,0,0,0,0,0,0,0,1038,227434,2445,1582,131599,0,0,0,0,0,0,0,0,0,0,0,2041,22573,0,0,0,459,0,0,0,0,0,72884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287,0,0,0,0,0,0,0,0,916,1275,0,0,0,0,10412
0,0,0,0,0,0,1319,0,0,0,0,0,0,588,0,0,0,0,0,3004,0,0,0,0,0,0,0,0,0,0,5532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,11569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,1923,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,0,10534,0,0,7793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3370,0,0,0,0,0,0,0,0
0,0,0,0,0,2557,28374,0,0,0,0,0,0,26432,479,3332,0,0,9088,0,0,0,0,0,0,0,0,0,0,0,1986,0,439,0,0,0,9565,1591,766,0,0,0,0,0,0,1678,3075,10715,0,0,0,0,0,193912,1998,0,0,0,0,2311,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,17826,3623,947,0,547,2237,1174,0,0,2779,1700,0,1727,0,0,0,32147,0,0,524,848,0,1206,8051,988,0,0,911,0,4430,0,439,0,0,0,0,210426,564,0,0,431,41544,0,662,136154,0,5321,0,0,0,0,0,0,0,52879,0,0,0,6964,0,0,0,0,0,5011,0,0,1892,0,755,0,0,0,0,0,0,0,0,15265,0,0,0,0,5620,0,0,0,0,0,4607,0,0,0,0,0,0,0,0,19801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,608,573,0,0,0,0,0,0,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,1757,0,4215,55478,0,0,0,0,0,4235,0,0,0,44376,0,3761,0,0,0,0,0,0,0,0,0,5261,0,0,0,0,0,0,0,0,36939,4827,0,860,0,0,0,0,0,0,500,1757,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,2203,0,0,0,1069,15497,449,471,132122,0,0,0,0,0,0,0,0,0,2406,0,0,0,0,0,0,1876,0,0,0,0,0,89591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22764,0,0,0,0,491,0,0,0,0,0,0,0,642,0,0,0,0,0,5467,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,675,0,0,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,1808,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11630,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,1461,0,0,0,0,0,0,0,0,415,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,0,0,0,0,0,0,614,0,0,0,0,0,0,0,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
