,,,,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.0001
bogenrife,0,-1,,0,0,0,0,0,0,0,0,0,0
boinier,0, ('white',0.802893073,0,1,1,1,1,1,1,1,1,1
bois-petion,0, ('white',0.708743068,0,0,1,1,1,1,1,1,1,1
bompey,0,-1,,0,0,0,0,0,0,0,0,0,0
bond,0,-1,,0,0,0,0,0,0,0,0,0,0
bondshu,0,-1,,0,0,0,0,0,0,0,0,0,0
bongrand,0, ('white',0.826674175,0,1,1,1,1,1,1,1,1,1
bookter,0, ('white',0.842465921,0,1,1,1,1,1,1,1,1,1
boosler,0, ('white',0.842465921,0,1,1,1,1,1,1,1,1,1
bopper,0, ('white',0.842465921,0,1,1,1,1,1,1,1,1,1
bordner-knutson,0, ('white',0.722337889,0,0,1,1,1,1,1,1,1,1
bornchhlegl,0,-1,,0,0,0,0,0,0,0,0,0,0
boroo,0,-1,,0,0,0,0,0,0,0,0,0,0
boroske,0,-1,,0,0,0,0,0,0,0,0,0,0
bosch,0,-1,,0,0,0,0,0,0,0,0,0,0
bostancic,0,-1,,0,0,0,0,0,0,0,0,0,0
botamborda,0,-1,,0,0,0,0,0,0,0,0,0,0
bou-khers,0, ('white',0.795135582,0,0,1,1,1,1,1,1,1,1
boudhas,0,-1,,0,0,0,0,0,0,0,0,0,0
boulandier,0, ('white',0.802893073,0,1,1,1,1,1,1,1,1,1
bousseba,0, ('white',0.45991316,0,0,0,0,0,1,1,1,1,1
boutal,0,-1,,0,0,0,0,0,0,0,0,0,0
bowman-vickers,0, ('white',0.795135582,0,0,1,1,1,1,1,1,1,1
boxic,0,-1,,0,0,0,0,0,0,0,0,0,0
boxke,0,-1,,0,0,0,0,0,0,0,0,0,0
boyle-yandon,0, ('white',0.708743068,0,0,1,1,1,1,1,1,1,1
boynton-wright,0,-1,,0,0,0,0,0,0,0,0,0,0
bozquez,0, ('hispanic',0.918764006,1,1,1,1,1,1,1,1,1,1
bradleyiii,0,-1,,0,0,0,0,0,0,0,0,0,0
bradshaw,0,-1,,0,0,0,0,0,0,0,0,0,0
bragitikos,0, ('white',0.949173838,1,1,1,1,1,1,1,1,1,1
braithwiate,0,-1,,0,0,0,0,0,0,0,0,0,0
bramall,0,-1,,0,0,0,0,0,0,0,0,0,0
brambert,0, ('white',0.806784223,0,1,1,1,1,1,1,1,1,1
brandon-hicks,0,-1,,0,0,0,0,0,0,0,0,0,0
brandt-pierce,0,-1,,0,0,0,0,0,0,0,0,0,0
brandwayn,0,-1,,0,0,0,0,0,0,0,0,0,0
branlecki,0, ('white',0.973042058,1,1,1,1,1,1,1,1,1,1
branstrator,0,-1,,0,0,0,0,0,0,0,0,0,0
brauchila,0, ('hispanic',0.61644228,0,0,0,1,1,1,1,1,1,1
brautovich,0, ('white',0.955769993,1,1,1,1,1,1,1,1,1,1
brazzil,0,-1,,0,0,0,0,0,0,0,0,0,0
breaux-lunney,0,-1,,0,0,0,0,0,0,0,0,0,0
brebaugh,0,-1,,0,0,0,0,0,0,0,0,0,0
brendly,0,-1,,0,0,0,0,0,0,0,0,0,0
breznick-palmer,0, ('white',0.842465921,0,1,1,1,1,1,1,1,1,1
brian,0, ('white',0.757381775,0,0,1,1,1,1,1,1,1,1
briceus,0, ('white',0.750575471,0,0,1,1,1,1,1,1,1,1
brijitzki,0,-1,,0,0,0,0,0,0,0,0,0,0
briones,0, ('white',0.597557474,0,0,0,0,1,1,1,1,1,1
briones,0, ('white',0.597557474,0,0,0,0,1,1,1,1,1,1
brithwaite,0,-1,,0,0,0,0,0,0,0,0,0,0
brock-farr,0,-1,,0,0,0,0,0,0,0,0,0,0
brockum,0,-1,,0,0,0,0,0,0,0,0,0,0
brocoli,0, ('white',0.639807327,0,0,0,1,1,1,1,1,1,1
broded,0,-1,,0,0,0,0,0,0,0,0,0,0
brodhdad,0,-1,,0,0,0,0,0,0,0,0,0,0
bronersky,0,-1,,0,0,0,0,0,0,0,0,0,0
brown,0,-1,,0,0,0,0,0,0,0,0,0,0
brown,0,-1,,0,0,0,0,0,0,0,0,0,0
brown-braham,0,-1,,0,0,0,0,0,0,0,0,0,0
brownless,0,-1,,0,0,0,0,0,0,0,0,0,0
brudniy,0,-1,,0,0,0,0,0,0,0,0,0,0
brumskine,0,-1,,0,0,0,0,0,0,0,0,0,0
brunermer,0, ('white',0.842465921,0,1,1,1,1,1,1,1,1,1
brunetto-burd,0,-1,,0,0,0,0,0,0,0,0,0,0
brunosson,0, ('white',0.898359123,0,1,1,1,1,1,1,1,1,1
brusig,0,-1,,0,0,0,0,0,0,0,0,0,0
bryant-thornton,0, ('white',0.708743068,0,0,1,1,1,1,1,1,1,1
bryner-boone,0,-1,,0,0,0,0,0,0,0,0,0,0
bubienko,0, ('white',0.836063092,0,1,1,1,1,1,1,1,1,1
bucano,0, ('hispanic',0.534313866,0,0,0,0,1,1,1,1,1,1
buckheit,0,-1,,0,0,0,0,0,0,0,0,0,0
budo,0,-1,,0,0,0,0,0,0,0,0,0,0
buehire,0,-1,,0,0,0,0,0,0,0,0,0,0
bueno,0,-1,,0,0,0,0,0,0,0,0,0,0
buggenis,0, ('white',0.670444124,0,0,0,1,1,1,1,1,1,1
buktenicka,0, ('white',0.836228972,0,1,1,1,1,1,1,1,1,1
bullard-dors,0,-1,,0,0,0,0,0,0,0,0,0,0
bulsok,0, ('white',0.831142008,0,1,1,1,1,1,1,1,1,1
bunyaratavej,0,-1,,0,0,0,0,0,0,0,0,0,0
bunzol,0,-1,,0,0,0,0,0,0,0,0,0,0
burandt,0,-1,,0,0,0,0,0,0,0,0,0,0
burgos,0,-1,,0,0,0,0,0,0,0,0,0,0
