baraczynska,1, ('white', 0.9258779962114146),,
barakhtenov,1, ('white', 0.9728957249432519),,
barbaosa,1, ('white', 0.7098378901149982),,
barbercho,1, ('white', 0.7098378901149982),,
barbhai,1, ('white', 0.7098378901149982),,
barchowicz,1, ('white', 0.7098378901149982),,
barcio,1, ('white', 0.7098378901149982),,
barckens,1, ('white', 0.8887834086360253),,
barclao,1, ('white', 0.7098378901149982),,
bardsong,1, ('white', 0.7098378901149982),,
barefott,1, ('white', 0.7098378901149982),,
barettella,1, ('white', 0.2339113277853683),,
barnable,1, ('white', 0.7098378901149982),,
barnes-young,1, ('white', 0.7098378901149982),,
barreeto,1, ('white', 0.7098378901149982),,
barreto,1, ('white', 0.7098378901149982),,
barrisford,1, ('white', 0.8755077402949889),,
barrow-west,1, ('white', 0.7098378901149982),,
barsa,1, ('white', 0.7098378901149982),,
barsee,1, ('white', 0.7098378901149982),,
barszczoski,1, ('white', 0.9758454001197365),,
bartolomed,1, ('white', 0.7098378901149982),,
bartzak,1, ('white', 0.9534257332811888),,
baryolo,1, ('white', 0.7098378901149982),,
barzer,1, ('white', 0.8389694603737777),,
baschandzieva,0,-1,,,
basens,1, ('white', 0.7656262644648926),,
basfield,0,-1,,,
bastos,1, ('hispanic', 0.629740283656137),,
baszaral,0,-1,,,
batehelder,1, ('white', 0.8424659211472232),,
batelkova,0,-1,,,
bates-powell,1, ('white', 0.7829840803226311),,
battaglia-trigg,0,-1,,,
batterly,0,-1,,,
batuski,1, ('white', 0.970744067901121),,
baudanza-sturks,0,-1,,,
baueroe,0,-1,,,
baumrind,0,-1,,,
baumsardner,1, ('white', 0.8424659211472232),,
baundsgard,1, ('white', 0.771259011391883),,
bausley,0,-1,,,
bayewitz,0,-1,,,
bayo-carter,1, ('white', 0.8424659211472232),,
bazac,1, ('white', 0.6827764208036728),,
bazinaw,0,-1,,,
bazzolo,0,-1,,,
beahlen,0,-1,,,
beam-riffel,0,-1,,,
beamish-crouthamel,0,-1,,,
bean-hamilton,1, ('white', 0.7087430676290811),,
bearden-collins,0,-1,,,
beardlsey,0,-1,,,
beardsley-carey,0,-1,,,
beardsley-garrison,1, ('white', 0.722337888967472),,
beassler,1, ('white', 0.8424659211472232),,
beaudoing,1, ('white', 0.8115435890495378),,
bebauld,0,-1,,,
bechwar,0,-1,,,
beci,0,-1,,,
beckwyth,0,-1,,,
bedwell-hart,0,-1,,,
behluli,1, ('white', 0.6398073266452304),,
behnam-gilani,0,-1,,,
behrens-mcardle,0,-1,,,
behzad-asiri,0,-1,,,
beinbauer,1, ('white', 0.8424659211472232),,
beindieck,0,-1,,,
beizavi,0,-1,,,
bekeleski,1, ('white', 0.970744067901121),,
bekke,0,-1,,,
belanco,0,-1,,,
belatchew,0,-1,,,
belcastor,0,-1,,,
belenger,1, ('white', 0.8424659211472232),,
beleste,0,-1,,,
belford-smith,0,-1,,,
beliale,0,-1,,,
beling,1, ('white', 0.8115435890495378),,
bell-barnes,1, ('white', 0.5975574737088434),,
bell-farrow,1, ('white', 0.8177480391282259),,
bell-leonard,1, ('white', 0.771259011391883),,
bell-love,0,-1,,,
bellipid,0,-1,,,
bellister,1, ('white', 0.8424659211472232),,
bellmont,0,-1,,,
belose,0,-1,,,
belrice,0,-1,,,
beltowski,1, ('white', 0.970744067901121),,
beltrain,1, ('white', 0.7585827136002907),,
beltsmith,0,-1,,,
belyavina,0,-1,,,
bemi,0,-1,,,
ben,1, ('white', 0.7294478144020237),,
ben,1, ('white', 0.7294478144020237),,
ben,1, ('white', 0.7294478144020237),,
ben-davies,1, ('white', 0.7294478144020237),,
benalfew,1, ('white', 0.7294478144020237),,
benas,1, ('white', 0.7294478144020237),,
benavaibes,1, ('white', 0.7294478144020237),,
bencsne-nevelos,1, ('white', 0.5004808716945331),,
benezea,1, ('white', 0.7294478144020237),,
benidze,1, ('white', 0.7294478144020237),,
benkaci,1, ('white', 0.7294478144020237),,
bennekou,1, ('white', 0.4981529886911411),,
benyunes,1, ('white', 0.9265000000000001),,
benzariash,1, ('white', 0.7294478144020237),,
berady,0,-1,,,
berchou,1, ('asian', 0.6506051017063531),,
berendyukova,0,-1,,,
berenvina,0,-1,,,
berezovsky-karlic,0,-1,,,
berger,1, ('white', 0.8424659211472232),,
bergmer,1, ('white', 0.8424659211472232),,
bergoglio,0,-1,,,
berjnoi,0,-1,,,
berkrovich,1, ('white', 0.9557699927990948),,
bermell,1, ('white', 0.7808264235127237),,
bernans,0,-1,,,
bernard-wingo,0,-1,,,
bernard-winston,1, ('white', 0.7087430676290811),,
bernatitus,1, ('white', 0.7505754709272892),,
bernshtam,0,-1,,,
berokhin,1, ('white', 0.7585827136002907),,
berrchid,0,-1,,,
berrio-ramirez,1, ('hispanic', 0.9187640064673348),,
berroud,0,-1,,,
berrymcmilli,1, ('white', 0.6398073266452304),,
berschneider,1, ('white', 0.8424659211472232),,
bertelsdeck,0,-1,,,
bertgen,0,-1,,,
beshta,0,-1,,,
beskovoyne,0,-1,,,
bessenyey,0,-1,,,
besssolo,0,-1,,,
best-prescott,0,-1,,,
betgood,1, ('white', 0.6083533937258208),,
betka,1, ('white', 0.8880354358197783),,
betncourt,1, ('white', 0.6083533937258208),,
betteau,1, ('white', 0.8432876930344454),,
betzord,1, ('white', 0.6083533937258208),,
beutista,0,-1,,,
bewarder,1, ('white', 0.8424659211472232),,
bewnatau,1, ('white', 0.7759989545242516),,
bhownik,1, ('white', 0.9509284347540445),,
bialoglow,1, ('white', 0.8177480391282259),,
bianchi-mosquera,0,-1,,,
biao,1, ('asian', 0.9586708302795519),,
bice-osbourne,0,-1,,,
bickmam,0,-1,,,
bidoudane,0,-1,,,
bielbert,1, ('white', 0.8067842232585792),,
biep,0,-1,,,
biggs-swain,1, ('white', 0.7585827136002907),,
bihi,0,-1,,,
bijor,0,-1,,,
biks,0,-1,,,
bilaniuk,1, ('white', 0.8317886838913594),,
bileko,1, ('white', 0.8360630916200295),,
billman-golemme,0,-1,,,
binenbaum,1, ('white', 0.9912341554255173),,
binmakhashen,1, ('white', 0.8292495256911456),,
biondi-shannon,1, ('white', 0.7087430676290811),,
birkan,1, ('white', 0.7573817745027355),,
birkoben,0,-1,,,
bischoff,1, ('white', 0.9346763669043546),,
biscocho,0,-1,,,
bitangcol,0,-1,,,
bithler,1, ('white', 0.8424659211472232),,
bizien,0,-1,,,
bizinoto,0,-1,,,
bizuka,1, ('white', 0.8362289718902254),,
bjelos,1, ('hispanic', 0.67899232851907),,
bjorgung,0,-1,,,
blaauwen,0,-1,,,
blacioti,0,-1,,,
blankmeryer,1, ('white', 0.8424659211472232),,
blanko,1, ('white', 0.8360630916200295),,
blaufox,0,-1,,,
bleaker,1, ('white', 0.8424659211472232),,
blecich,1, ('white', 0.9392193765086669),,
blerins,0,-1,,,
blickensderser,1, ('white', 0.8424659211472232),,
bliznawicz,0,-1,,,
bloominberg,1, ('white', 0.959527408269059),,
blostica,0,-1,,,
blouw,0,-1,,,
bobeau,1, ('white', 0.7759989545242516),,
bobero,1, ('hispanic', 0.8005925172867017),,
bobris,1, ('white', 0.6704441239183543),,
bochicco,0,-1,,,
bocuzzo,0,-1,,,
boeckh,0,-1,,,
boehrs,0,-1,,,
boglev,1, ('asian', 0.5295381416504223),,
bogota,0,-1,,,
bohlmeier,1, ('white', 0.8028930730203255),,
bolajolie,0,-1,,,
bolbecher,1, ('white', 0.8424659211472232),,
boler-shelby,1, ('white', 0.7839471530864203),,
bollingerbrown,0,-1,,,
bolotoff,1, ('white', 0.9346763669043546),,
bolstrige,0,-1,,,
boltrushek,1, ('white', 0.9338001270777743),,
boncina,0,-1,,,
bondareff,1, ('white', 0.9360128174158959),,
bondart,0,-1,,,
bondogji,0,-1,,,
bonneannee,0,-1,,,
bonney-laramore,0,-1,,,
bonspiel,0,-1,,,
bontcheva,0,-1,,,
bonzazk,0,-1,,,
boodrookas,1, ('white', 0.9575658189524674),,
boolakee,0,-1,,,
boomsliter,1, ('white', 0.8424659211472232),,
boradgiak,1, ('white', 0.9703969959525696),,
borengasses,0,-1,,,
borisevigh,0,-1,,,
bornn,0,-1,,,
borodij,0,-1,,,
borrowicz,0,-1,,,
borsema,1, ('white', 0.8373449914110429),,
borzynski-deatherage,0,-1,,,
bosque-reap,0,-1,,,
bottu,0,-1,,,
bouassria,1, ('hispanic', 0.774223435083517),,
bouchebl,0,-1,,,
bougarne,0,-1,,,
bounedara,0,-1,,,
bounthiene,0,-1,,,
bouquillion,1, ('white', 0.7087430676290811),,
bourich,1, ('white', 0.9392193765086669),,
bourinaris,1, ('white', 0.6704441239183543),,
bouzein,1, ('white', 0.7585827136002907),,
bowen,0,-1,,,
bowen-baxter,1, ('white', 0.8424659211472232),,
bowman-trayford,1, ('white', 0.7419184279339678),,
bowrowski,1, ('white', 0.970744067901121),,
boyd,0,-1,,,
bozelli,1, ('white', 0.6398073266452304),,
bozinozich,1, ('white', 0.9392193765086669),,
bozzer,1, ('white', 0.8424659211472232),,
braavo,0,-1,,,
bradley-holloway,0,-1,,,
bradmiller,1, ('white', 0.8424659211472232),,
brady-doyle,0,-1,,,
braehler,1, ('white', 0.8424659211472232),,
bragd,0,-1,,,
brahambhatt,0,-1,,,
brambleberry,0,-1,,,
bramill,0,-1,,,
bramnell,1, ('white', 0.7808264235127237),,
bramstetter,1, ('white', 0.8424659211472232),,
bramvila,1, ('hispanic', 0.6164422795831597),,
branaham,0,-1,,,
branbato,0,-1,,,
brandafino,0,-1,,,
brandewie,0,-1,,,
brannham,0,-1,,,
branstetter-maslo,0,-1,,,
branstrator,0,-1,,,
brashcler,1, ('white', 0.8424659211472232),,
braun-dunagan,1, ('white', 0.7573817745027355),,
bravante,0,-1,,,
bravo-velazquez,1, ('hispanic', 0.9187640064673348),,
braxton,1, ('white', 0.7087430676290811),,
bray,0,-1,,,
braywood,1, ('white', 0.837746297233439),,
bredensteine,0,-1,,,
brennenman,1, ('white', 0.8173814651880578),,
brettschneder,1, ('white', 0.8424659211472232),,
bricaire,0,-1,,,
brichan,1, ('white', 0.62495852912467),,
brickweg,0,-1,,,
briggma,0,-1,,,
briggs-casson,1, ('white', 0.8983591234311692),,
brillault,0,-1,,,
brinkhuisgro,0,-1,,,
brnca-schumann,1, ('white', 0.9346330617008946),,
broadrisk,0,-1,,,
brockum,0,-1,,,
brogos,0,-1,,,
bronsiak,1, ('white', 0.9703969959525696),,
broudbent,1, ('white', 0.8286112285204275),,
broussard-dixson,1, ('white', 0.722337888967472),,
browa,0,-1,,,
brown-garza,1, ('hispanic', 0.7847858181514061),,
brown-hurd,0,-1,,,
brown-torres,0,-1,,,
brownchweig,0,-1,,,
brubitt,0,-1,,,
bruce-rafijah,0,-1,,,
bruckenthal,0,-1,,,
brug,0,-1,,,
bruinicardi,0,-1,,,
brunagel,0,-1,,,
brunfeldt,0,-1,,,
brunosson,1, ('white', 0.8983591234311692),,
brusko,1, ('white', 0.8360630916200295),,
bryant-dove,0,-1,,,
brynzak,1, ('white', 0.8898890963595019),,
btrown,0,-1,,,
bubbo,0,-1,,,
bubka,1, ('white', 0.8362289718902254),,
bubori,0,-1,,,
buccellatta,0,-1,,,
bucceri,0,-1,,,
buccheim,0,-1,,,
bucheim,0,-1,,,
budde,0,-1,,,
budiani,0,-1,,,
buelt,0,-1,,,
buessenschuett,0,-1,,,
buettgens,1, ('white', 0.7656262644648926),,
buhembo,0,-1,,,
bukhit,0,-1,,,
buleha,0,-1,,,
bulta,0,-1,,,
bunsness,0,-1,,,
buorro,0,-1,,,
burberick,0,-1,,,
burdhimo,0,-1,,,
burdick-lachance,0,-1,,,
burke,0,-1,,,
burlaza,1, ('hispanic', 0.7847858181514061),,
burris-borner,1, ('white', 0.8424659211472232),,
burrowrd,0,-1,,,
bustamante-huaman,1, ('white', 0.8173814651880578),,
busthnan,1, ('white', 0.7573817745027355),,
bustos,1, ('hispanic', 0.629740283656137),,
butendieck,0,-1,,,
buti,0,-1,,,
butillo,0,-1,,,
buystetd,0,-1,,,
buzinover,1, ('white', 0.8424659211472232),,
byatte,0,-1,,,
byds,0,-1,,,
bynum,0,-1,,,
byouk,1, ('white', 0.8317886838913594),,
byyny,1, ('white', 0.807381951980612),,
cabal,0,-1,,,
cabaliro,0,-1,,,
caballero-alcaraz,0,-1,,,
cabreles,0,-1,,,
caccarile,0,-1,,,
cadelago,1, ('hispanic', 0.7834821490543881),,
cagle-richardson,1, ('white', 0.722337888967472),,
caguiola,1, ('hispanic', 0.6164422795831597),,
cahuandci,0,-1,,,
caicedo-olmos,1, ('hispanic', 0.7543453333621212),,
caipenieks,0,-1,,,
cairncross,0,-1,,,
calara,0,-1,,,
calchon,1, ('white', 0.7087430676290811),,
calef-stcyr,0,-1,,,
calendro,0,-1,,,
cali-boyd,0,-1,,,
caliguiuri,0,-1,,,
caliyte,0,-1,,,
callaway,0,-1,,,
callozzo,0,-1,,,
calzone,0,-1,,,
camarein,1, ('white', 0.7585827136002907),,
camdullo,0,-1,,,
camello,0,-1,,,
camerrer,1, ('white', 0.8424659211472232),,
camilovic,0,-1,,,
camp-colon,1, ('white', 0.7087430676290811),,
campatilli,1, ('white', 0.6398073266452304),,
campion,1, ('white', 0.7087430676290811),,
campior,0,-1,,,
canazon,1, ('white', 0.7087430676290811),,
candd,0,-1,,,
candi,0,-1,,,
candori,0,-1,,,
canhegan,1, ('white', 0.7573817745027355),,
canidia,1, ('hispanic', 0.774223435083517),,
canova-draney,0,-1,,,
cantere,0,-1,,,
canth,0,-1,,,
caoayan,1, ('white', 0.7573817745027355),,
caouetpe,0,-1,,,
capicik,1, ('white', 0.8565581483933574),,
capiks,0,-1,,,
capkunovic,0,-1,,,
capoci,0,-1,,,
capogreco,0,-1,,,
cappellotti,0,-1,,,
capudi,0,-1,,,
carames,0,-1,,,
caranci,0,-1,,,
carandan,1, ('white', 0.7573817745027355),,
carbajal-carreon,1, ('white', 0.7087430676290811),,
carbajal-rodriguez,1, ('hispanic', 0.9187640064673348),,
carden-gayles,0,-1,,,
cardoso,0,-1,,,
cargaman,1, ('white', 0.8173814651880578),,
carnavil,0,-1,,,
carno,0,-1,,,
caroddo,0,-1,,,
carpenite,0,-1,,,
carr,0,-1,,,
carr,0,-1,,,
carr-dean,1, ('white', 0.7573817745027355),,
carrani,0,-1,,,
carrero,1, ('hispanic', 0.8005925172867017),,
carrioa,0,-1,,,
carrizzo-soden,0,-1,,,
carroll-gaines,1, ('white', 0.5975574737088434),,
carroll-gavula,1, ('hispanic', 0.6164422795831597),,
cartagena-andino,0,-1,,,
cartello,0,-1,,,
carter-stiles,0,-1,,,
carty,0,-1,,,
carusotti,0,-1,,,
carvalho-neto,0,-1,,,
carvouniaris,1, ('white', 0.6704441239183543),,
cascaribna,0,-1,,,
casely-hayford,1, ('white', 0.7419184279339678),,
casende,0,-1,,,
cash-anderson,1, ('white', 0.722337888967472),,
casiano,1, ('hispanic', 0.5343138659225344),,
casillas,0,-1,,,
cassal,0,-1,,,
cassuchi,0,-1,,,
castanedas-rios,0,-1,,,
