aaro,0,-1,,,0.458366602
aarsand,1, ('white', 0.8266741753249315),,
abakari,0,-1,,,
abalo,0,-1,,,
abanese,1, ('white', 0.8213549456412031),,
abanulo,0,-1,,,
abasa,0,-1,,,
abbaszadegan,1, ('white', 0.7573817745027355),,
abdal-khaaliq,0,-1,,,
abdekazim,0,-1,,,
abdelkariem,1, ('white', 0.6784383273703041),,
abdinejad,0,-1,,,
abdujkadir,0,-1,,,
abdulwahid,1, ('black', 0.48431758593125496),,
abdur-raheem,0,-1,,,
abduvaliev,1, ('asian', 0.5295381416504223),,
abed-kotob,0,-1,,,
abelkis,1, ('white', 0.6704441239183543),,
abellana-acimov,1, ('white', 0.9361947823596792),,
abiheira,0,-1,,,
abolfazli,1, ('white', 0.6398073266452304),,
abou-saada,0,-1,,,
aboughazi,0,-1,,,
abourjaili,1, ('white', 0.6398073266452304),,
abourjalily,0,-1,,,
abouyousef,0,-1,,,
abraham-noble,0,-1,,,
abrahiyman,1, ('white', 0.8173814651880578),,
abraido,0,-1,,,
abreu,1, ('white', 0.5590166629615407),,
abualihammad,1, ('hispanic', 0.9551389143730887),,
abuhalaweh,1, ('hispanic', 0.9551389143730887),,
abunabah,1, ('hispanic', 0.9551389143730887),,
abuyousef,1, ('hispanic', 0.9551389143730887),,
abyareh,0,-1,,,
achindu,0,-1,,,
achtenberg,1, ('white', 0.959527408269059),,
ackerbero,1, ('hispanic', 0.8005925172867017),,
adamowiicz,0,-1,,,
adams-jones,1, ('white', 0.5975574737088434),,
adaraga,0,-1,,,
adbulwahid,0,-1,,,
adenariwo,0,-1,,,
aderew,0,-1,,,
aderinale,0,-1,,,
adhikare,0,-1,,,
admassu,0,-1,,,
adomey,0,-1,,,
adorjan-kusmider,1, ('white', 0.8424659211472232),,
advancd,0,-1,,,
aelleher,1, ('white', 0.8424659211472232),,
afanasey,0,-1,,,
aferstein,1, ('white', 0.7585827136002907),,
afshar-oroumi,0,-1,,,
agauirre,0,-1,,,
agbalokwu,0,-1,,,
agbokousse,0,-1,,,
agnew,0,-1,,,
agnostino,0,-1,,,
agolua,0,-1,,,
aguaste,0,-1,,,
aguihaga,0,-1,,,
aguilar-silva,0,-1,,,
aguillen,0,-1,,,
ah-mu,0,-1,,,
ahasay,0,-1,,,
ahkothe,0,-1,,,
ahleman,1, ('white', 0.8173814651880578),,
ahlstron,1, ('white', 0.7087430676290811),,
ahyune,0,-1,,,
aier,1, ('white', 0.8028930730203255),,
ailster,1, ('white', 0.8424659211472232),,
aiono-napoleon,1, ('white', 0.7087430676290811),,
airapetovi,0,-1,,,
airlie,0,-1,,,
aizinas,0,-1,,,
akamichi,0,-1,,,
akinbola,1, ('hispanic', 0.6164422795831597),,
akinosi,0,-1,,,
akinsdmiwa,0,-1,,,
akpolughe,0,-1,,,
al,0,-1,,,
al,0,-1,,,
al-bsoul,1, ('white', 0.5301002276816698),,
al-ghabra,1, ('white', 0.5301002276816698),,
al-hilal,1, ('white', 0.5301002276816698),,
al-madloum,1, ('white', 0.5301002276816698),,
al-zaidy,1, ('white', 0.5301002276816698),,
aladem,1, ('white', 0.5301002276816698),,
alamiataylor,1, ('white', 0.5301002276816698),,
alandt,1, ('white', 0.5301002276816698),,
alappat,1, ('white', 0.5301002276816698),,
alarcon,1, ('white', 0.6155900652740525),,
albelo,1, ('white', 0.5301002276816698),,
albrran,1, ('white', 0.6297416412637272),,
alcoso,1, ('white', 0.5301002276816698),,
aldegon,1, ('white', 0.6155900652740525),,
aldoor,1, ('white', 0.5301002276816698),,
aldophe,1, ('white', 0.5301002276816698),,
aldoud,1, ('white', 0.5301002276816698),,
alfawzan,1, ('white', 0.6297416412637272),,
algashi,1, ('white', 0.0775172394193867),,
alhayek,1, ('white', 0.9408735594460538),,
alhdani,1, ('white', 0.5301002276816698),,
alidina,1, ('white', 0.5301002276816698),,
aliek,1, ('white', 0.9408735594460538),,
alijanabi,1, ('white', 0.5301002276816698),,
alionis,1, ('white', 0.7024448580835922),,
alipazaga,1, ('white', 0.5301002276816698),,
alkabass,1, ('white', 0.5301002276816698),,
alkadeeb,1, ('white', 0.5301002276816698),,
alkiali,1, ('white', 0.17010654473451098),,
alkodwa,1, ('white', 0.5301002276816698),,
all-heintz,1, ('white', 0.5301002276816698),,
allagbe,1, ('white', 0.5301002276816698),,
allegretti-freeman,1, ('white', 0.6755589093135049),,
allen-walton,1, ('white', 0.6155900652740525),,
allenschilf,1, ('white', 0.5301002276816698),,
allswang,1, ('white', 0.1511937713751214),,
allue,1, ('white', 0.5301002276816698),,
almagan,1, ('white', 0.6297416412637272),,
almarez,1, ('white', 0.06594623934980451),,
almashy,1, ('white', 0.5301002276816698),,
almkari,1, ('white', 0.5301002276816698),,
almojera,1, ('white', 0.5301002276816698),,
almuhareb,1, ('white', 0.5301002276816698),,
alolong,1, ('white', 0.5301002276816698),,
aloo,1, ('white', 0.5301002276816698),,
alqahdi,1, ('white', 0.5301002276816698),,
alramahe,1, ('white', 0.5301002276816698),,
alshade,1, ('white', 0.5301002276816698),,
alsiadi,1, ('white', 0.5301002276816698),,
alsola,1, ('white', 0.08343932092764894),,
altimus,1, ('white', 0.9479757225433527),,
alufi,1, ('white', 0.5301002276816698),,
alvarado-cruz,1, ('white', 0.5301002276816698),,
alvarez,1, ('white', 0.06594623934980451),,
alvarez-scaglione,1, ('white', 0.5301002276816698),,
alverest,1, ('white', 0.5301002276816698),,
alwardi,1, ('white', 0.5301002276816698),,
alzira,1, ('white', 0.5301002276816698),,
ama-agbonou,1, ('asian', 0.6506051017063531),,
amaoko,1, ('white', 0.8360630916200295),,
amaravadi,0,-1,,,
amatokwu,0,-1,,,
ambrizdiaz,0,-1,,,
ameen,0,-1,,,
amerault,0,-1,,,
amesawu,0,-1,,,
amielchenya,1, ('white', 'belarusian'),,
amirajibi,0,-1,,,
ammirabile,0,-1,,,
amoakoa-addo,0,-1,,,
amoussa,0,-1,,,
amyr,0,-1,,,
anastasi-henry,0,-1,,,
anaziz,0,-1,,,
andersonabram,0,-1,,,
andersonbutle,0,-1,,,
andreadams,0,-1,,,
andreassi,0,-1,,,
andriszek,1, ('white', 0.9338001270777743),,
andst,0,-1,,,
andvick,0,-1,,,
angeleri,0,-1,,,
anggraeny,1, ('white', 0.807381951980612),,
angheluta,0,-1,,,
angover,1, ('white', 0.8424659211472232),,
angriman,1, ('white', 0.8173814651880578),,
angu,0,-1,,,
angulo,0,-1,,,
angusbodie,0,-1,,,
anidobu,0,-1,,,
anlly,0,-1,,,
anna,0,-1,,,
annan-sorson,1, ('white', 0.722337888967472),,
annella,1, ('hispanic', 0.6164422795831597),,
annestrand,1, ('white', 0.8266741753249315),,
annus,1, ('white', 0.7505754709272892),,
anode,0,-1,,,
anquest,0,-1,,,
anscott,0,-1,,,
ansevin-allen,0,-1,,,
ansorg,0,-1,,,
anteverde,0,-1,,,
anthonimuthu,0,-1,,,
antman,1, ('white', 0.8173814651880578),,
antoine,0,-1,,,
antonaccio,0,-1,,,
antzes,0,-1,,,
anugole,0,-1,,,
anumakonda,0,-1,,,
anungazuk,1, ('white', 0.8317886838913594),,
anyane-ntow,1, ('white', 0.8177480391282259),,
anzinger,1, ('white', 0.8424659211472232),,
aoughsten,1, ('white', 0.9337244377320036),,
apexa,1, ('white', 0.6138379264888337),,
apikelis,1, ('white', 0.7638074227515286),,
aprato,1, ('white', 0.6138379264888337),,
apse,1, ('white', 0.6138379264888337),,
aranbul,0,-1,,,
arastoopour,1, ('white', 'french'),,
araujo,0,-1,,,
arazyan,1, ('white', 0.7573817745027355),,
arbitello,0,-1,,,
arbt,0,-1,,,
archibalb,0,-1,,,
archimbault,0,-1,,,
archolecas,0,-1,,,
arcinicgas,0,-1,,,
arduya,0,-1,,,
areopaja,0,-1,,,
aretha,0,-1,,,
argetsingr,0,-1,,,
argraue,0,-1,,,
arguelio,0,-1,,,
arguellas,0,-1,,,
arias-gil,0,-1,,,
aribiah,0,-1,,,
aricape,0,-1,,,
arieaga,0,-1,,,
arigbodi,0,-1,,,
aritage,0,-1,,,
ariyev,1, ('asian', 0.5295381416504223),,
arketah,0,-1,,,
arlock,0,-1,,,
armbrufter,1, ('white', 0.8424659211472232),,
armentout,1, ('white', 0.9268351631677405),,
armison,1, ('white', 0.722337888967472),,
armstutz,0,-1,,,
arokiaraj,1, ('white', 0.4147416254416961),,
aronchick,0,-1,,,
arouchanov,1, ('white', 0.9361947823596792),,
arquilevich,1, ('white', 0.9557699927990948),,
arrington-ranch,0,-1,,,
arsevski,1, ('white', 0.970744067901121),,
artelles,0,-1,,,
artisensi,0,-1,,,
arumalla,1, ('hispanic', 0.6164422795831597),,
arvizue,0,-1,,,
aryeety,0,-1,,,
asao,0,-1,,,
asavamonchai,0,-1,,,
asbille,0,-1,,,
asfew,0,-1,,,
asharin,1, ('white', 0.7585827136002907),,
ashdy,0,-1,,,
ashenbrucker,1, ('white', 0.8424659211472232),,
ashmeal,0,-1,,,
ashokprabhu,0,-1,,,
ashtakala,1, ('hispanic', 0.6164422795831597),,
asinouski,1, ('white', 0.970744067901121),,
askarzada,0,-1,,,
asknund,0,-1,,,
asrir,0,-1,,,
assiri,0,-1,,,
asuncioncruz,0,-1,,,
aswadi,0,-1,,,
ataeiroshti,0,-1,,,
atases,0,-1,,,
athir,0,-1,,,
atlwine,0,-1,,,
ats,0,-1,,,
attearn,0,-1,,,
attenborg,0,-1,,,
atul,0,-1,,,
au,0,-1,,,
au,0,-1,,,
aucourt,0,-1,,,
aungminn,0,-1,,,
aurispa,0,-1,,,
austin-hardy,0,-1,,,
autenrieth,0,-1,,,
avalos,1, ('hispanic', 0.67899232851907),,
avazian,1, ('white', 0.7573817745027355),,
aversenti,0,-1,,,
avguchenko,1, ('white', 0.8360630916200295),,
avila,1, ('hispanic', 0.6164422795831597),,
avila-astorga,0,-1,,,
avina-bustos,1, ('hispanic', 0.629740283656137),,
avinor,0,-1,,,
awasthl,0,-1,,,
awotunse,0,-1,,,
awuku-darkoh,0,-1,,,
axendine,0,-1,,,
ayala,1, ('hispanic', 0.6164422795831597),,
ayala-maynard,1, ('white', 0.771259011391883),,
ayebou,1, ('asian', 0.6506051017063531),,
ayers-baylis,1, ('white', 0.6704441239183543),,
ayichi,0,-1,,,
ayoodugbesan,1, ('white', 0.7573817745027355),,
ayquita,0,-1,,,
aytchan,1, ('white', 0.62495852912467),,
azaraev,1, ('asian', 0.5295381416504223),,
azarm,0,-1,,,
azauka,1, ('white', 0.8362289718902254),,
azzierene,0,-1,,,
b,0,-1,,,
baazard,1, ('white', 0.771259011391883),,
babagbemi,0,-1,,,
babalmorad,0,-1,,,
babarro,0,-1,,,
babels,0,-1,,,
babiciuc,0,-1,,,
babiski,1, ('white', 0.970744067901121),,
babuder,1, ('white', 0.8424659211472232),,
babuena,0,-1,,,
bacalao,0,-1,,,
bacheva,0,-1,,,
bachur,0,-1,,,
backstrom,0,-1,,,
bacnik,1, ('white', 0.9509284347540445),,
bacon-shoop,0,-1,,,
bacoyanis,1, ('white', 0.6704441239183543),,
baczurik,1, ('white', 0.8565581483933574),,
badawsi,0,-1,,,
badel,0,-1,,,
bader-russell,1, ('white', 0.7808264235127237),,
badyna,0,-1,,,
baez-burgos,0,-1,,,
baez-lugo,0,-1,,,
bageshara,0,-1,,,
bagherkhan,1, ('white', 0.62495852912467),,
baghrzadeh,0,-1,,,
bagiauri,0,-1,,,
bagta,0,-1,,,
bahis,1, ('white', 0.6704441239183543),,
bahmanova,1, ('white', 0.5550743358185446),,
baidhani,0,-1,,,
bailon-guillen,0,-1,,,
baioey,0,-1,,,
bajramag,0,-1,,,
bakamis,1, ('white', 0.6704441239183543),,
bakayat,0,-1,,,
baker-matthews,0,-1,,,
bakerywala,1, ('asian', 'indian'),,
bakhnov,1, ('white', 0.9361947823596792),,
bakhshpour,1, ('white', 'french'),,
bakk,0,-1,,,
bakouris,1, ('white', 0.6704441239183543),,
bakrow,1, ('white', 0.8177480391282259),,
balarm,0,-1,,,
balbhim,0,-1,,,
balchunaf,0,-1,,,
balcom,0,-1,,,
baldvassari,0,-1,,,
balekjian,1, ('white', 0.7573817745027355),,
balford,1, ('white', 0.7419184279339678),,
balinga,0,-1,,,
balkovec,1, ('white', 0.9667696693593839),,
baloga-truschel,0,-1,,,
bambas,0,-1,,,
bamrud,1, ('white', 0.9620453546453547),,
bams,0,-1,,,
banavong,0,-1,,,
banelian,1, ('white', 0.7573817745027355),,
bangchalotor,0,-1,,,
bangla,1, ('hispanic', 0.6164422795831597),,
banievicz,0,-1,,,
bansalvy,0,-1,,,
baptise,0,-1,,,
baptistealkebul,0,-1,,,
barabino-ransey,1, ('white', 0.7098378901149982),,
