BRTH_YR,GNDR,ETHCTY,NM,CNT,RNK
2011,MALE,BLACK ,NICHOLAS,31,43
2011,MALE,HISPANIC,IAN,72,43
2011,MALE,HISPANIC,JORDAN,72,43
2011,MALE,WHITE,CHRISTIAN,76,43
2011,MALE,WHITE,MORDECHAI,76,43
2011,MALE,ASIAN,FELIX,22,44
2011,MALE,ASIAN,IAN,22,44
2011,MALE,BLACK ,SAMUEL,30,44
2011,MALE,HISPANIC,EDWIN,71,44
2011,MALE,WHITE,MASON,75,44
2011,MALE,WHITE,YISROEL,75,44
2011,MALE,ASIAN,AHMED,21,45
2011,MALE,ASIAN,CHRISTIAN,21,45
2011,MALE,ASIAN,CHRISTOPHER,21,45
2011,MALE,ASIAN,DARREN,21,45
2011,MALE,ASIAN,DEVIN,21,45
2011,MALE,ASIAN,HENRY,21,45
2011,MALE,ASIAN,JACK,21,45
2011,MALE,ASIAN,JOHN,21,45
2011,MALE,ASIAN,JOSEPH,21,45
2011,MALE,BLACK ,MICAH,29,45
2011,MALE,BLACK ,ROBERT,29,45
2011,MALE,BLACK ,SEAN,29,45
2011,MALE,HISPANIC,ISAIAH,70,45
2011,MALE,HISPANIC,JAMES,70,45
2011,MALE,HISPANIC,JESUS,70,45
2011,MALE,WHITE,YEHUDA,74,45
2011,MALE,ASIAN,ABDUL,20,46
2011,MALE,ASIAN,CARSON,20,46
2011,MALE,ASIAN,DANNY,20,46
2011,MALE,ASIAN,JACKY,20,46
2011,MALE,ASIAN,MARCUS,20,46
2011,MALE,BLACK ,ADAM,28,46
2011,MALE,BLACK ,KAIDEN,28,46
2011,MALE,BLACK ,KEVIN,28,46
2011,MALE,HISPANIC,AXEL,69,46
2011,MALE,WHITE,JONATHAN,71,46
2011,MALE,WHITE,LUCA,71,46
2011,MALE,WHITE,NATHAN,71,46
2011,MALE,WHITE,SEBASTIAN,71,46
2011,MALE,ASIAN,ADRIAN,19,47
2011,MALE,ASIAN,BENSON,19,47
2011,MALE,ASIAN,LOGAN,19,47
2011,MALE,ASIAN,NOAH,19,47
2011,MALE,BLACK ,MAMADOU,27,47
2011,MALE,BLACK ,WILLIAM,27,47
2011,MALE,HISPANIC,ALEJANDRO,68,47
2011,MALE,HISPANIC,ALEX,68,47
2011,MALE,HISPANIC,GIOVANNI,68,47
2011,MALE,WHITE,MARK,70,47
2011,MALE,ASIAN,ANSON,18,48
2011,MALE,ASIAN,ARYAN,18,48
2011,MALE,ASIAN,JOHNNY,18,48
2011,MALE,ASIAN,THOMAS,18,48
2011,MALE,BLACK ,EVAN,26,48
2011,MALE,HISPANIC,ELIAS,66,48
2011,MALE,WHITE,ROBERT,69,48
2011,MALE,ASIAN,CHARLES,17,49
2011,MALE,ASIAN,FARHAN,17,49
2011,MALE,ASIAN,IBRAHIM,17,49
2011,MALE,ASIAN,JAKE,17,49
2011,MALE,ASIAN,JEREMY,17,49
2011,MALE,ASIAN,LEON,17,49
2011,MALE,ASIAN,VICTOR,17,49
2011,MALE,BLACK ,IBRAHIM,25,49
2011,MALE,BLACK ,LOGAN,25,49
2011,MALE,HISPANIC,NATHANIEL,63,49
2011,MALE,WHITE,AARON,67,49
2011,MALE,WHITE,LOGAN,67,49
2011,MALE,ASIAN,CALEB,16,50
2011,MALE,ASIAN,NATHANIEL,16,50
2011,MALE,ASIAN,RICKY,16,50
2011,MALE,ASIAN,SYED,16,50
2011,MALE,ASIAN,TIMOTHY,16,50
2011,MALE,ASIAN,TONY,16,50
2011,MALE,BLACK ,DEVIN,24,50
2011,MALE,BLACK ,MALIK,24,50
2011,MALE,BLACK ,MARCUS,24,50
2011,MALE,BLACK ,SINCERE,24,50
2011,MALE,HISPANIC,DEREK,62,50
2011,MALE,WHITE,GEORGE,66,50
2011,MALE,ASIAN,AARAV,15,51
2011,MALE,ASIAN,ARMAAN,15,51
2011,MALE,ASIAN,BRYAN,15,51
2011,MALE,ASIAN,EDWIN,15,51
2011,MALE,ASIAN,JIA,15,51
2011,MALE,ASIAN,ROHAN,15,51
2011,MALE,BLACK ,MESSIAH,23,51
2011,MALE,BLACK ,MOHAMMED,23,51
2011,MALE,HISPANIC,ERIC,60,51
2011,MALE,HISPANIC,ERICK,60,51
2011,MALE,WHITE,OWEN,65,51
2011,MALE,ASIAN,ADITYA,14,52
2011,MALE,ASIAN,ALLEN,14,52
2011,MALE,ASIAN,EDISON,14,52
2011,MALE,ASIAN,JAY,14,52
2011,MALE,ASIAN,LAWRENCE,14,52
2011,MALE,ASIAN,MARTIN,14,52
2011,MALE,ASIAN,MAX,14,52
2011,MALE,ASIAN,PATRICK,14,52
2011,MALE,ASIAN,SEAN,14,52
2011,MALE,ASIAN,SEBASTIAN,14,52
2011,MALE,ASIAN,SIMON,14,52
2011,MALE,BLACK ,ANDRE,22,52
2011,MALE,BLACK ,BRIAN,22,52
2011,MALE,BLACK ,ELI,22,52
2011,MALE,BLACK ,KADEN,22,52
2011,MALE,BLACK ,ZACHARY,22,52
2011,MALE,HISPANIC,BRIAN,59,52
2011,MALE,WHITE,VINCENT,64,52
2011,MALE,ASIAN,ALI,13,53
2011,MALE,ASIAN,CALVIN,13,53
2011,MALE,ASIAN,GABRIEL,13,53
2011,MALE,ASIAN,HARRISON,13,53
2011,MALE,ASIAN,ISAAC,13,53
2011,MALE,ASIAN,JACKSON,13,53
2011,MALE,ASIAN,MOHAMED,13,53
2011,MALE,BLACK ,IAN,21,53
2011,MALE,BLACK ,JACE,21,53
2011,MALE,HISPANIC,EMMANUEL,57,53
2011,MALE,WHITE,SHLOMO,61,53
2011,MALE,WHITE,TYLER,61,53
2011,MALE,ASIAN,ELIJAH,12,54
2011,MALE,ASIAN,GEORGE,12,54
2011,MALE,ASIAN,KAI,12,54
2011,MALE,ASIAN,NELSON,12,54
2011,MALE,ASIAN,ZACHARY,12,54
2011,MALE,ASIAN,ZAIN,12,54
2011,MALE,BLACK ,AIDAN,20,54
2011,MALE,HISPANIC,ALEXIS,55,54
2011,MALE,HISPANIC,LEONARDO,55,54
2011,MALE,WHITE,ARON,60,54
2011,MALE,WHITE,EVAN,60,54
2011,MALE,WHITE,YAKOV,60,54
2011,MALE,ASIAN,CONNOR,11,55
2011,MALE,ASIAN,ELVIS,11,55
2011,MALE,ASIAN,JULIAN,11,55
2011,MALE,ASIAN,LUKE,11,55
2011,MALE,ASIAN,PETER,11,55
2011,MALE,ASIAN,TERRY,11,55
2011,MALE,ASIAN,TRAVIS,11,55
2011,MALE,BLACK ,ADEN,19,55
2011,MALE,BLACK ,AVERY,19,55
2011,MALE,BLACK ,BLAKE,19,55
2011,MALE,BLACK ,JULIAN,19,55
2011,MALE,BLACK ,KHALIL,19,55
2011,MALE,BLACK ,KYMANI,19,55
2011,MALE,BLACK ,OMARI,19,55
2011,MALE,BLACK ,PRESTON,19,55
2011,MALE,BLACK ,ZAIRE,19,55
2011,MALE,HISPANIC,DIEGO,54,55
2011,MALE,WHITE,AIDAN,58,55
2011,MALE,ASIAN,CODY,10,56
2011,MALE,ASIAN,EASON,10,56
2011,MALE,ASIAN,HAYDEN,10,56
2011,MALE,ASIAN,ISHAAN,10,56
2011,MALE,ASIAN,LOUIS,10,56
2011,MALE,ASIAN,MILES,10,56
2011,MALE,ASIAN,OLIVER,10,56
2011,MALE,ASIAN,RAYAN,10,56
2011,MALE,ASIAN,SHAWN,10,56
2011,MALE,ASIAN,XAVIER,10,56
2011,MALE,ASIAN,ZAYAN,10,56
2011,MALE,BLACK ,ADRIAN,18,56
2011,MALE,BLACK ,ASHTON,18,56
2011,MALE,BLACK ,GAVIN,18,56
2011,MALE,BLACK ,ISAAC,18,56
2011,MALE,BLACK ,KALEB,18,56
2011,MALE,BLACK ,SHAWN,18,56
2011,MALE,HISPANIC,CRISTIAN,53,56
2011,MALE,HISPANIC,NICOLAS,53,56
2011,MALE,WHITE,PATRICK,56,56
2011,MALE,WHITE,YITZCHOK,56,56
2011,MALE,BLACK ,DOMINIC,17,57
2011,MALE,BLACK ,KAMARI,17,57
2011,MALE,BLACK ,TRAVIS,17,57
2011,MALE,HISPANIC,ANDRES,51,57
2011,MALE,HISPANIC,BENJAMIN,51,57
2011,MALE,HISPANIC,JADIEL,51,57
2011,MALE,WHITE,ASHER,55,57
2011,MALE,BLACK ,ABDOUL,16,58
2011,MALE,BLACK ,JASIAH,16,58
2011,MALE,BLACK ,JERMAINE,16,58
2011,MALE,BLACK ,KENNETH,16,58
2011,MALE,BLACK ,MAURICE,16,58
2011,MALE,HISPANIC,JOSIAH,50,58
2011,MALE,HISPANIC,SANTIAGO,50,58
2011,MALE,WHITE,CONNOR,53,58
2011,MALE,WHITE,GAVIN,53,58
2011,MALE,WHITE,HUDSON,53,58
2011,MALE,WHITE,THEODORE,53,58
2011,MALE,BLACK ,AMADOU,15,59
2011,MALE,BLACK ,AMARE,15,59
2011,MALE,BLACK ,ANTONIO,15,59
2011,MALE,BLACK ,CHANCE,15,59
2011,MALE,BLACK ,CHARLES,15,59
2011,MALE,BLACK ,JALEN,15,59
2011,MALE,BLACK ,JEREMY,15,59
2011,MALE,BLACK ,LAMAR,15,59
2011,MALE,BLACK ,LEVI,15,59
2011,MALE,BLACK ,MYLES,15,59
2011,MALE,BLACK ,RICHARD,15,59
2011,MALE,BLACK ,SEKOU,15,59
2011,MALE,HISPANIC,RANDY,48,59
2011,MALE,HISPANIC,TYLER,48,59
2011,MALE,HISPANIC,VICTOR,48,59
2011,MALE,WHITE,JONAH,52,59
2011,MALE,WHITE,PETER,52,59
2011,MALE,BLACK ,BRYSON,14,60
2011,MALE,BLACK ,DWAYNE,14,60
2011,MALE,BLACK ,ELIAS,14,60
2011,MALE,BLACK ,ERIC,14,60
2011,MALE,BLACK ,GIOVANNI,14,60
2011,MALE,BLACK ,JAHMIR,14,60
2011,MALE,BLACK ,JAYSON,14,60
2011,MALE,BLACK ,KAI,14,60
2011,MALE,BLACK ,KAMERON,14,60
2011,MALE,BLACK ,KING,14,60
2011,MALE,BLACK ,OMAR,14,60
2011,MALE,BLACK ,OUSMANE,14,60
2011,MALE,BLACK ,PATRICK,14,60
2011,MALE,BLACK ,TIMOTHY,14,60
2011,MALE,BLACK ,ZYAIRE,14,60
2011,MALE,HISPANIC,NATHAN,47,60
2011,MALE,WHITE,SOLOMON,48,60
2011,MALE,BLACK ,ABDOULAYE,13,61
2011,MALE,BLACK ,AUSTIN,13,61
2011,MALE,BLACK ,BENJAMIN,13,61
2011,MALE,BLACK ,CARMELO,13,61
2011,MALE,BLACK ,JAMAL,13,61
2011,MALE,BLACK ,JAMEL,13,61
2011,MALE,BLACK ,NEHEMIAH,13,61
2011,MALE,BLACK ,TROY,13,61
2011,MALE,HISPANIC,EDUARDO,45,61
2011,MALE,HISPANIC,LOGAN,45,61
2011,MALE,WHITE,MEIR,47,61
2011,MALE,WHITE,SIMON,47,61
2011,MALE,WHITE,ZEV,47,61
2011,MALE,BLACK ,AMAR'E,12,62
2011,MALE,BLACK ,CHAD,12,62
2011,MALE,BLACK ,DARIUS,12,62
2011,MALE,BLACK ,DARREN,12,62
2011,MALE,BLACK ,HAYDEN,12,62
2011,MALE,BLACK ,HUNTER,12,62
2011,MALE,BLACK ,JAMIR,12,62
2011,MALE,BLACK ,JARED,12,62
2011,MALE,BLACK ,JESSE,12,62
2011,MALE,BLACK ,KEITH,12,62
2011,MALE,BLACK ,KIYAN,12,62
2011,MALE,BLACK ,LUCAS,12,62
2011,MALE,BLACK ,SETH,12,62
2011,MALE,BLACK ,STEVEN,12,62
2011,MALE,BLACK ,VICTOR,12,62
2011,MALE,HISPANIC,MATEO,44,62
2011,MALE,WHITE,DOV,46,62
2011,MALE,WHITE,JUSTIN,46,62
2011,MALE,WHITE,MILES,46,62
2011,MALE,WHITE,NATHANIEL,46,62
2011,MALE,BLACK ,ADONIS,11,63
2011,MALE,BLACK ,AHMED,11,63
2011,MALE,BLACK ,ALI,11,63
2011,MALE,BLACK ,CAYDEN,11,63
2011,MALE,BLACK ,IBRAHIMA,11,63
2011,MALE,BLACK ,ISIAH,11,63
2011,MALE,BLACK ,JACKSON,11,63
2011,MALE,BLACK ,JELANI,11,63
2011,MALE,BLACK ,JUSTICE,11,63
2011,MALE,BLACK ,LANDON,11,63
2011,MALE,BLACK ,MALCOLM,11,63
2011,MALE,BLACK ,MARC,11,63
2011,MALE,BLACK ,MOUSSA,11,63
2011,MALE,BLACK ,NICOLAS,11,63
2011,MALE,BLACK ,SEBASTIAN,11,63
2011,MALE,BLACK ,TERRENCE,11,63
2011,MALE,HISPANIC,HENRY,43,63
2011,MALE,WHITE,YAAKOV,45,63
2011,MALE,BLACK ,ALIJAH,10,64
2011,MALE,BLACK ,ALVIN,10,64
2011,MALE,BLACK ,ANGEL,10,64
2011,MALE,BLACK ,BRYAN,10,64
2011,MALE,BLACK ,CHRIS,10,64
2011,MALE,BLACK ,CODY,10,64
2011,MALE,BLACK ,COREY,10,64
2011,MALE,BLACK ,DERRICK,10,64
2011,MALE,BLACK ,DEVON,10,64
2011,MALE,BLACK ,DONOVAN,10,64
2011,MALE,BLACK ,EDWARD,10,64
2011,MALE,BLACK ,GEORGE,10,64
2011,MALE,BLACK ,HASSAN,10,64
2011,MALE,BLACK ,ISHMAEL,10,64
2011,MALE,BLACK ,JAHEIM,10,64
2011,MALE,BLACK ,MAKAI,10,64
2011,MALE,BLACK ,MARQUIS,10,64
2011,MALE,BLACK ,MILES,10,64
2011,MALE,BLACK ,NANA,10,64
2011,MALE,BLACK ,NIGEL,10,64
2011,MALE,BLACK ,QUINCY,10,64
2011,MALE,BLACK ,RICARDO,10,64
2011,MALE,BLACK ,RODNEY,10,64
2011,MALE,BLACK ,STEPHEN,10,64
2011,MALE,BLACK ,TERRELL,10,64
2011,MALE,HISPANIC,CALEB,42,64
2011,MALE,HISPANIC,IVAN,42,64
2011,MALE,HISPANIC,JAIDEN,42,64
2011,MALE,HISPANIC,OLIVER,42,64
2011,MALE,WHITE,BRANDON,44,64
2011,MALE,WHITE,SHMUEL,44,64
2011,MALE,HISPANIC,JORGE,39,65
2011,MALE,HISPANIC,OMAR,39,65
2011,MALE,WHITE,SHULEM,42,65
2011,MALE,HISPANIC,ALAN,38,66
2011,MALE,HISPANIC,ELI,38,66
2011,MALE,HISPANIC,JAVIER,38,66
2011,MALE,HISPANIC,JEAN,38,66
2011,MALE,HISPANIC,RICHARD,38,66
2011,MALE,WHITE,EDWARD,41,66
2011,MALE,WHITE,TZVI,41,66
2011,MALE,HISPANIC,ANDY,37,67
2011,MALE,HISPANIC,JACE,37,67
2011,MALE,WHITE,DOVID,40,67
2011,MALE,WHITE,HARRISON,40,67
2011,MALE,WHITE,LEVI,40,67
2011,MALE,HISPANIC,AIDAN,36,68
2011,MALE,WHITE,JAYDEN,39,68
2011,MALE,HISPANIC,JOSUE,35,69
2011,MALE,HISPANIC,ROBERT,35,69
2011,MALE,WHITE,AVRAHAM,38,69
2011,MALE,WHITE,ELIEZER,38,69
2011,MALE,WHITE,MAXWELL,38,69
2011,MALE,WHITE,MOHAMED,38,69
2011,MALE,HISPANIC,ADRIEL,34,70
2011,MALE,HISPANIC,TRISTAN,34,70
2011,MALE,WHITE,COLE,37,70
2011,MALE,HISPANIC,ANDERSON,33,71
2011,MALE,HISPANIC,KENNETH,33,71
2011,MALE,HISPANIC,MARCUS,33,71
2011,MALE,HISPANIC,MAX,33,71
2011,MALE,WHITE,ELIYAHU,36,71
2011,MALE,WHITE,MENDEL,36,71
2011,MALE,WHITE,SALVATORE,36,71
2011,MALE,WHITE,SEAN,36,71
2011,MALE,HISPANIC,ADAM,32,72
2011,MALE,HISPANIC,ANTONIO,32,72
2011,MALE,HISPANIC,FRANCISCO,32,72
2011,MALE,WHITE,ADRIAN,35,72
2011,MALE,WHITE,ELIJAH,35,72
2011,MALE,WHITE,GIOVANNI,35,72
2011,MALE,WHITE,JASON,35,72
2011,MALE,WHITE,SAM,35,72
2011,MALE,HISPANIC,DANNY,31,73
2011,MALE,HISPANIC,DARIEL,31,73
2011,MALE,HISPANIC,HECTOR,31,73
2011,MALE,HISPANIC,MANUEL,31,73
2011,MALE,HISPANIC,RAFAEL,31,73
2011,MALE,WHITE,ALEX,34,73
2011,MALE,WHITE,JUDAH,34,73
2011,MALE,WHITE,VICTOR,34,73
2011,MALE,HISPANIC,EDWARD,30,74
2011,MALE,HISPANIC,GEORGE,30,74
2011,MALE,HISPANIC,SEAN,30,74
2011,MALE,WHITE,ALI,33,74
2011,MALE,WHITE,ELLIOT,33,74
2011,MALE,WHITE,EZRA,33,74
2011,MALE,WHITE,OMAR,33,74
2011,MALE,HISPANIC,CESAR,29,75
2011,MALE,HISPANIC,EDGAR,29,75
2011,MALE,HISPANIC,MARCOS,29,75
2011,MALE,HISPANIC,PEDRO,29,75
2011,MALE,WHITE,COLIN,32,75
2011,MALE,WHITE,DECLAN,32,75
2011,MALE,WHITE,JORDAN,32,75
2011,MALE,WHITE,SIMCHA,32,75
2011,MALE,WHITE,STEVEN,32,75
2011,MALE,HISPANIC,ANGELO,28,76
2011,MALE,HISPANIC,FERNANDO,28,76
2011,MALE,HISPANIC,JOHAN,28,76
2011,MALE,WHITE,CALEB,31,76
2011,MALE,WHITE,MOSES,31,76
2011,MALE,HISPANIC,CHRIS,27,77
2011,MALE,HISPANIC,JAKE,27,77
2011,MALE,HISPANIC,JULIO,27,77
2011,MALE,HISPANIC,OSCAR,27,77
2011,MALE,WHITE,ARI,30,77
2011,MALE,WHITE,ARIEL,30,77
2011,MALE,WHITE,BRIAN,30,77
2011,MALE,WHITE,COOPER,30,77
2011,MALE,WHITE,JOEL,30,77
2011,MALE,WHITE,MATTEO,30,77
2011,MALE,WHITE,OSCAR,30,77
2011,MALE,WHITE,SHIA,30,77
2011,MALE,HISPANIC,ARIEL,26,78
2011,MALE,HISPANIC,DAMIAN,26,78
2011,MALE,HISPANIC,EMANUEL,26,78
2011,MALE,HISPANIC,JULIUS,26,78
2011,MALE,HISPANIC,THOMAS,26,78
2011,MALE,WHITE,ARTHUR,29,78
2011,MALE,WHITE,FRANK,29,78
2011,MALE,WHITE,HUNTER,29,78
2011,MALE,WHITE,KEVIN,29,78
2011,MALE,WHITE,LEONARDO,29,78
2011,MALE,WHITE,MAXIMILIAN,29,78
2011,MALE,WHITE,USHER,29,78
2011,MALE,HISPANIC,DEVIN,25,79
2011,MALE,HISPANIC,JARIEL,25,79
2011,MALE,HISPANIC,KAYDEN,25,79
2011,MALE,HISPANIC,PABLO,25,79
2011,MALE,HISPANIC,RICARDO,25,79
2011,MALE,HISPANIC,YADIEL,25,79
2011,MALE,WHITE,ANTONIO,28,79
2011,MALE,WHITE,IAN,28,79
2011,MALE,WHITE,ISRAEL,28,79
2011,MALE,WHITE,NICOLAS,28,79
2011,MALE,HISPANIC,BRADLEY,24,80
2011,MALE,HISPANIC,JAYSON,24,80
2011,MALE,HISPANIC,NOEL,24,80
2011,MALE,HISPANIC,RAYMOND,24,80
2011,MALE,WHITE,AVROHOM,27,80
2011,MALE,WHITE,CAMERON,27,80
2011,MALE,WHITE,ERIC,27,80
2011,MALE,WHITE,MAXIM,27,80
2011,MALE,WHITE,RAFAEL,27,80
2011,MALE,WHITE,YECHIEL,27,80
2011,MALE,HISPANIC,BRAYAN,23,81
2011,MALE,HISPANIC,JOAQUIN,23,81
2011,MALE,HISPANIC,MARIO,23,81
2011,MALE,WHITE,AHMED,26,81
2011,MALE,WHITE,AUSTIN,26,81
2011,MALE,WHITE,PAUL,26,81
2011,MALE,WHITE,PHILIP,26,81
2011,MALE,WHITE,RICHARD,26,81
2011,MALE,WHITE,SHAYA,26,81
2011,MALE,HISPANIC,ABRAHAM,22,82
2011,MALE,HISPANIC,ALLEN,22,82
2011,MALE,HISPANIC,CHASE,22,82
2011,MALE,HISPANIC,DOMINIC,22,82
2011,MALE,HISPANIC,ISRAEL,22,82
2011,MALE,HISPANIC,KELVIN,22,82
2011,MALE,HISPANIC,MARCO,22,82
2011,MALE,WHITE,CHASE,25,82
2011,MALE,WHITE,EFRAIM,25,82
2011,MALE,WHITE,WYATT,25,82
2011,MALE,HISPANIC,AMIR,21,83
2011,MALE,HISPANIC,DANTE,21,83
2011,MALE,HISPANIC,EMILIO,21,83
2011,MALE,HISPANIC,JACK,21,83
2011,MALE,HISPANIC,URIEL,21,83
2011,MALE,WHITE,ARYEH,24,83
2011,MALE,WHITE,DEAN,24,83
2011,MALE,WHITE,HERSHEL,24,83
2011,MALE,WHITE,KYLE,24,83
2011,MALE,WHITE,MAYER,24,83
2011,MALE,WHITE,TIMOTHY,24,83
2011,MALE,WHITE,TRISTAN,24,83
2011,MALE,HISPANIC,ARMANI,20,84
2011,MALE,HISPANIC,CHARLES,20,84
2011,MALE,HISPANIC,KENNY,20,84
2011,MALE,HISPANIC,MATIAS,20,84
2011,MALE,WHITE,BRENDAN,23,84
2011,MALE,WHITE,FELIX,23,84
2011,MALE,WHITE,FINN,23,84
2011,MALE,WHITE,LOUIS,23,84
2011,MALE,HISPANIC,BYRON,19,85
2011,MALE,HISPANIC,CAMERON,19,85
2011,MALE,HISPANIC,GAVIN,19,85
2011,MALE,HISPANIC,JEFFREY,19,85
2011,MALE,HISPANIC,LANDON,19,85
2011,MALE,HISPANIC,MARK,19,85
2011,MALE,HISPANIC,MATHEW,19,85
2011,MALE,HISPANIC,RUBEN,19,85
2011,MALE,WHITE,BEN,22,85
2011,MALE,WHITE,LORENZO,22,85
2011,MALE,WHITE,YEHOSHUA,22,85
2011,MALE,HISPANIC,DARWIN,18,86
2011,MALE,HISPANIC,DERICK,18,86
2011,MALE,HISPANIC,ERIK,18,86
2011,MALE,HISPANIC,GAEL,18,86
2011,MALE,HISPANIC,JAY,18,86
2011,MALE,HISPANIC,JOHNNY,18,86
2011,MALE,HISPANIC,JUNIOR,18,86
2011,MALE,HISPANIC,MOISES,18,86
2011,MALE,HISPANIC,RILEY,18,86
2011,MALE,WHITE,ALAN,21,86
2011,MALE,WHITE,BARUCH,21,86
2011,MALE,WHITE,DOMINICK,21,86
2011,MALE,WHITE,ELIAS,21,86
2011,MALE,WHITE,GRAHAM,21,86
2011,MALE,WHITE,GRIFFIN,21,86
2011,MALE,WHITE,HERSHY,21,86
2011,MALE,WHITE,LUKA,21,86
2011,MALE,WHITE,MARTIN,21,86
2011,MALE,WHITE,RAPHAEL,21,86
2011,MALE,WHITE,SHANE,21,86
2011,MALE,WHITE,SHOLOM,21,86
2011,MALE,HISPANIC,ASHTON,17,87
2011,MALE,HISPANIC,BRYANT,17,87
2011,MALE,HISPANIC,ELIAN,17,87
2011,MALE,HISPANIC,FRANK,17,87
2011,MALE,HISPANIC,ISMAEL,17,87
2011,MALE,HISPANIC,JARED,17,87
2011,MALE,HISPANIC,LUKE,17,87
2011,MALE,HISPANIC,MIKE,17,87
2011,MALE,HISPANIC,VINCENT,17,87
2011,MALE,WHITE,AKIVA,20,87
2011,MALE,WHITE,CHARLIE,20,87
2011,MALE,WHITE,JASPER,20,87
2011,MALE,WHITE,LAZER,20,87
2011,MALE,WHITE,LEON,20,87
2011,MALE,WHITE,MILO,20,87
2011,MALE,WHITE,YOEL,20,87
2011,MALE,HISPANIC,ADONIS,16,88
2011,MALE,HISPANIC,BRAYDEN,16,88
2011,MALE,HISPANIC,CARMELO,16,88
2011,MALE,HISPANIC,DOMINICK,16,88
2011,MALE,HISPANIC,GREGORY,16,88
2011,MALE,HISPANIC,JOHNATHAN,16,88
2011,MALE,HISPANIC,LEANDRO,16,88
2011,MALE,HISPANIC,MARTIN,16,88
2011,MALE,HISPANIC,MARVIN,16,88
2011,MALE,HISPANIC,NELSON,16,88
2011,MALE,HISPANIC,PAUL,16,88
2011,MALE,HISPANIC,TIMOTHY,16,88
2011,MALE,HISPANIC,YAHIR,16,88
2011,MALE,HISPANIC,ZACHARY,16,88
2011,MALE,WHITE,AHARON,19,88
2011,MALE,WHITE,BRODY,19,88
2011,MALE,WHITE,CARTER,19,88
2011,MALE,WHITE,FRANCESCO,19,88
2011,MALE,WHITE,GRAYSON,19,88
2011,MALE,WHITE,LIPA,19,88
2011,MALE,WHITE,ROCCO,19,88
2011,MALE,HISPANIC,ALBERTO,15,89
2011,MALE,HISPANIC,ALFREDO,15,89
2011,MALE,HISPANIC,AUSTIN,15,89
2011,MALE,HISPANIC,DAMIEN,15,89
2011,MALE,HISPANIC,DENNIS,15,89
2011,MALE,HISPANIC,GUSTAVO,15,89
2011,MALE,HISPANIC,HUNTER,15,89
2011,MALE,HISPANIC,JONAH,15,89
2011,MALE,HISPANIC,MAXIMUS,15,89
2011,MALE,HISPANIC,PETER,15,89
2011,MALE,HISPANIC,RODRIGO,15,89
2011,MALE,HISPANIC,SHAWN,15,89
2011,MALE,WHITE,DEVIN,18,89
2011,MALE,WHITE,MOISHE,18,89
2011,MALE,WHITE,NAFTALI,18,89
2011,MALE,WHITE,NAFTULI,18,89
2011,MALE,WHITE,XAVIER,18,89
2011,MALE,HISPANIC,ABEL,14,90
2011,MALE,HISPANIC,ENRIQUE,14,90
2011,MALE,HISPANIC,FRANKLIN,14,90
2011,MALE,HISPANIC,JEFFERSON,14,90
2011,MALE,HISPANIC,JEREMIAS,14,90
2011,MALE,HISPANIC,JIMMY,14,90
2011,MALE,HISPANIC,JULIEN,14,90
2011,MALE,HISPANIC,LORENZO,14,90
2011,MALE,HISPANIC,LOUIS,14,90
2011,MALE,HISPANIC,PRESTON,14,90
2011,MALE,HISPANIC,PRINCE,14,90
2011,MALE,HISPANIC,ROMEO,14,90
2011,MALE,WHITE,AHRON,17,90
2011,MALE,WHITE,ILAN,17,90
2011,MALE,WHITE,MATEO,17,90
2011,MALE,WHITE,SHLOME,17,90
2011,MALE,WHITE,SHMIEL,17,90
2011,MALE,WHITE,YITZCHAK,17,90
2011,MALE,HISPANIC,ADEN,13,91
2011,MALE,HISPANIC,ALBERT,13,91
2011,MALE,HISPANIC,AVERY,13,91
2011,MALE,HISPANIC,CRISTOPHER,13,91
2011,MALE,HISPANIC,EMILIANO,13,91
2011,MALE,HISPANIC,ESTEBAN,13,91
2011,MALE,HISPANIC,FREDDY,13,91
2011,MALE,HISPANIC,GIOVANNY,13,91
2011,MALE,HISPANIC,IKER,13,91
2011,MALE,HISPANIC,KADEN,13,91
2011,MALE,HISPANIC,MAXIMILIANO,13,91
2011,MALE,HISPANIC,SERGIO,13,91
2011,MALE,HISPANIC,TRAVIS,13,91
2011,MALE,HISPANIC,YERIK,13,91
2011,MALE,HISPANIC,ZION,13,91
2011,MALE,WHITE,ANGELO,16,91
2011,MALE,WHITE,AUGUST,16,91
2011,MALE,WHITE,BORUCH,16,91
2011,MALE,WHITE,ELIMELECH,16,91
2011,MALE,WHITE,GREGORY,16,91
2011,MALE,WHITE,HARRY,16,91
2011,MALE,WHITE,ISAIAH,16,91
2011,MALE,WHITE,LUKAS,16,91
2011,MALE,WHITE,MARC,16,91
2011,MALE,WHITE,MARCO,16,91
2011,MALE,WHITE,PARKER,16,91
2011,MALE,WHITE,RAYAN,16,91
2011,MALE,WHITE,RYDER,16,91
2011,MALE,WHITE,SHEA,16,91
2011,MALE,HISPANIC,ABDIEL,12,92
2011,MALE,HISPANIC,EDDIE,12,92
2011,MALE,HISPANIC,FELIX,12,92
2011,MALE,HISPANIC,GERARDO,12,92
2011,MALE,HISPANIC,JAYCE,12,92
2011,MALE,HISPANIC,JOHANN,12,92
2011,MALE,HISPANIC,LEONEL,12,92
2011,MALE,HISPANIC,MAURICIO,12,92
2011,MALE,HISPANIC,MAXIMO,12,92
2011,MALE,HISPANIC,MELVIN,12,92
2011,MALE,HISPANIC,OWEN,12,92
2011,MALE,HISPANIC,PATRICK,12,92
