BRTH_YR,GNDR,ETHCTY,NM,CNT,RNK
2011,FEMALE,HISPANIC,KAYLEEN,19,69
2011,FEMALE,HISPANIC,MILA,19,69
2011,FEMALE,WHITE,ADELE,22,69
2011,FEMALE,WHITE,ALIZA,22,69
2011,FEMALE,WHITE,BELLA,22,69
2011,FEMALE,WHITE,EVE,22,69
2011,FEMALE,WHITE,JENNA,22,69
2011,FEMALE,WHITE,JESSICA,22,69
2011,FEMALE,WHITE,LOLA,22,69
2011,FEMALE,WHITE,ROCHEL,22,69
2011,FEMALE,WHITE,SHIRA,22,69
2011,FEMALE,WHITE,SHOSHANA,22,69
2011,FEMALE,WHITE,VERONICA,22,69
2011,FEMALE,HISPANIC,ALLYSON,19,69
2011,FEMALE,HISPANIC,ANGIE,19,69
2011,FEMALE,HISPANIC,ISABELLE,18,70
2011,FEMALE,HISPANIC,LIANA,18,70
2011,FEMALE,HISPANIC,XIMENA,18,70
2011,FEMALE,WHITE,LYLA,21,70
2011,FEMALE,WHITE,MAEVE,21,70
2011,FEMALE,WHITE,VIVIENNE,21,70
2011,FEMALE,WHITE,YAEL,21,70
2011,FEMALE,WHITE,ZOEY,21,70
2011,FEMALE,HISPANIC,DANA,18,70
2011,FEMALE,HISPANIC,HANNAH,17,71
2011,FEMALE,HISPANIC,HAYLEE,17,71
2011,FEMALE,HISPANIC,KEILY,17,71
2011,FEMALE,HISPANIC,MIAH,17,71
2011,FEMALE,HISPANIC,MILEY,17,71
2011,FEMALE,HISPANIC,NAYELI,17,71
2011,FEMALE,HISPANIC,SIENNA,17,71
2011,FEMALE,WHITE,ALESSANDRA,20,71
2011,FEMALE,WHITE,ASHLEY,20,71
2011,FEMALE,WHITE,BATSHEVA,20,71
2011,FEMALE,WHITE,BLIMA,20,71
2011,FEMALE,WHITE,DYLAN,20,71
2011,FEMALE,WHITE,JACQUELINE,20,71
2011,FEMALE,WHITE,LIBA,20,71
2011,FEMALE,WHITE,MORGAN,20,71
2011,FEMALE,WHITE,NATALIA,20,71
2011,FEMALE,WHITE,RAIZEL,20,71
2011,FEMALE,WHITE,SHIFRA,20,71
2011,FEMALE,WHITE,SURY,20,71
2011,FEMALE,WHITE,YOCHEVED,20,71
2011,FEMALE,HISPANIC,ANALIA,17,71
2011,FEMALE,HISPANIC,ARIEL,17,71
2011,FEMALE,HISPANIC,BRENDA,17,71
2011,FEMALE,HISPANIC,ELISA,17,71
2011,FEMALE,HISPANIC,HEIDY,16,72
2011,FEMALE,HISPANIC,JAZLYN,16,72
2011,FEMALE,HISPANIC,JULIANA,16,72
2011,FEMALE,HISPANIC,JULISSA,16,72
2011,FEMALE,HISPANIC,LESLY,16,72
2011,FEMALE,HISPANIC,MADELYN,16,72
2011,FEMALE,HISPANIC,NYLA,16,72
2011,FEMALE,HISPANIC,ROSELYN,16,72
2011,FEMALE,WHITE,ADDISON,19,72
2011,FEMALE,WHITE,ADINA,19,72
2011,FEMALE,WHITE,ANASTASIA,19,72
2011,FEMALE,WHITE,BRUCHA,19,72
2011,FEMALE,WHITE,ELENA,19,72
2011,FEMALE,WHITE,GABRIELA,19,72
2011,FEMALE,WHITE,SIMA,19,72
2011,FEMALE,WHITE,VERA,19,72
2011,FEMALE,HISPANIC,ALEJANDRA,16,72
2011,FEMALE,HISPANIC,ALICE,16,72
2011,FEMALE,HISPANIC,ALONDRA,16,72
2011,FEMALE,HISPANIC,AURORA,16,72
2011,FEMALE,HISPANIC,AYLIN,16,72
2011,FEMALE,HISPANIC,BRYANNA,16,72
2011,FEMALE,HISPANIC,DENISE,16,72
2011,FEMALE,HISPANIC,ELENA,16,72
2011,FEMALE,HISPANIC,HEAVEN,15,73
2011,FEMALE,HISPANIC,HEIDI,15,73
2011,FEMALE,HISPANIC,JULIETTE,15,73
2011,FEMALE,HISPANIC,KAYLIE,15,73
2011,FEMALE,HISPANIC,MADELINE,15,73
2011,FEMALE,HISPANIC,SELENA,15,73
2011,FEMALE,HISPANIC,SHIRLEY,15,73
2011,FEMALE,WHITE,ADRIANNA,18,73
2011,FEMALE,WHITE,AVIVA,18,73
2011,FEMALE,WHITE,ESTY,18,73
2011,FEMALE,WHITE,HAZEL,18,73
2011,FEMALE,WHITE,HENNY,18,73
2011,FEMALE,WHITE,LAURA,18,73
2011,FEMALE,WHITE,MACKENZIE,18,73
2011,FEMALE,HISPANIC,ALISSON,15,73
2011,FEMALE,HISPANIC,ERIKA,15,73
2011,FEMALE,HISPANIC,ESTRELLA,15,73
2011,FEMALE,HISPANIC,HALEY,14,74
2011,FEMALE,HISPANIC,JAZMINE,14,74
2011,FEMALE,HISPANIC,LAURA,14,74
2011,FEMALE,HISPANIC,MELANY,14,74
2011,FEMALE,HISPANIC,MIKAELA,14,74
2011,FEMALE,HISPANIC,NADIA,14,74
2011,FEMALE,HISPANIC,PENELOPE,14,74
2011,FEMALE,HISPANIC,VIOLET,14,74
2011,FEMALE,WHITE,AMINA,17,74
2011,FEMALE,WHITE,DEVORA,17,74
2011,FEMALE,WHITE,ELLE,17,74
2011,FEMALE,WHITE,KAITLYN,17,74
2011,FEMALE,WHITE,KATE,17,74
2011,FEMALE,WHITE,LIANA,17,74
2011,FEMALE,WHITE,MARIAM,17,74
2011,FEMALE,WHITE,SALMA,17,74
2011,FEMALE,WHITE,SKYLAR,17,74
2011,FEMALE,WHITE,SLOANE,17,74
2011,FEMALE,HISPANIC,ANIYAH,14,74
2011,FEMALE,HISPANIC,ARIELLA,14,74
2011,FEMALE,HISPANIC,AYLEEN,14,74
2011,FEMALE,HISPANIC,EILEEN,14,74
2011,FEMALE,HISPANIC,ESTHER,14,74
2011,FEMALE,HISPANIC,FERNANDA,14,74
2011,FEMALE,HISPANIC,GABRIELLE,14,74
2011,FEMALE,HISPANIC,GERALDINE,13,75
2011,FEMALE,HISPANIC,HAYLEY,13,75
2011,FEMALE,HISPANIC,HELEN,13,75
2011,FEMALE,HISPANIC,ISIS,13,75
2011,FEMALE,HISPANIC,JAYLIN,13,75
2011,FEMALE,HISPANIC,KRYSTAL,13,75
2011,FEMALE,HISPANIC,NATALY,13,75
2011,FEMALE,HISPANIC,SHERLYN,13,75
2011,FEMALE,HISPANIC,TAYLOR,13,75
2011,FEMALE,WHITE,AHUVA,16,75
2011,FEMALE,WHITE,CECILIA,16,75
2011,FEMALE,WHITE,EMERSON,16,75
2011,FEMALE,WHITE,FAIGA,16,75
2011,FEMALE,WHITE,FRADEL,16,75
2011,FEMALE,WHITE,MARY,16,75
2011,FEMALE,WHITE,MICHAL,16,75
2011,FEMALE,WHITE,SASHA,16,75
2011,FEMALE,WHITE,SAVANNAH,16,75
2011,FEMALE,WHITE,SERENA,16,75
2011,FEMALE,WHITE,SHAINA,16,75
2011,FEMALE,WHITE,SIENA,16,75
2011,FEMALE,WHITE,SUMMER,16,75
2011,FEMALE,HISPANIC,AISHA,13,75
2011,FEMALE,HISPANIC,ALESSANDRA,13,75
2011,FEMALE,HISPANIC,ANNA,13,75
2011,FEMALE,HISPANIC,ANNABELLE,13,75
2011,FEMALE,HISPANIC,APRIL,13,75
2011,FEMALE,HISPANIC,ASHLY,13,75
2011,FEMALE,HISPANIC,CINDY,13,75
2011,FEMALE,HISPANIC,JANELLE,12,76
2011,FEMALE,HISPANIC,JAYLAH,12,76
2011,FEMALE,HISPANIC,JOHANNA,12,76
2011,FEMALE,HISPANIC,KATIE,12,76
2011,FEMALE,HISPANIC,KAYLIN,12,76
2011,FEMALE,HISPANIC,KEYLA,12,76
2011,FEMALE,HISPANIC,LESLEY,12,76
2011,FEMALE,HISPANIC,LINDSAY,12,76
2011,FEMALE,HISPANIC,MARIANA,12,76
2011,FEMALE,HISPANIC,PERLA,12,76
2011,FEMALE,HISPANIC,RILEY,12,76
2011,FEMALE,HISPANIC,SAMARA,12,76
2011,FEMALE,HISPANIC,SKYLAR,12,76
2011,FEMALE,HISPANIC,SOPHIE,12,76
2011,FEMALE,HISPANIC,WENDY,12,76
2011,FEMALE,WHITE,ALLISON,15,76
2011,FEMALE,WHITE,AMANDA,15,76
2011,FEMALE,WHITE,AMELIE,15,76
2011,FEMALE,WHITE,BATYA,15,76
2011,FEMALE,WHITE,BREINDY,15,76
2011,FEMALE,WHITE,BROOKLYN,15,76
2011,FEMALE,WHITE,DAHLIA,15,76
2011,FEMALE,WHITE,DANIELLE,15,76
2011,FEMALE,WHITE,ERIN,15,76
2011,FEMALE,WHITE,ETTY,15,76
2011,FEMALE,WHITE,GABRIELLE,15,76
2011,FEMALE,WHITE,GEMMA,15,76
2011,FEMALE,WHITE,HADASSAH,15,76
2011,FEMALE,WHITE,IVY,15,76
2011,FEMALE,WHITE,MADELYN,15,76
2011,FEMALE,WHITE,MALAK,15,76
2011,FEMALE,WHITE,MICHAELA,15,76
2011,FEMALE,WHITE,PEREL,15,76
2011,FEMALE,WHITE,SHAINDEL,15,76
2011,FEMALE,WHITE,SIMONE,15,76
2011,FEMALE,HISPANIC,AIMEE,12,76
2011,FEMALE,HISPANIC,ARELY,12,76
2011,FEMALE,HISPANIC,ATHENA,12,76
2011,FEMALE,HISPANIC,BRITNEY,12,76
2011,FEMALE,HISPANIC,CARMEN,12,76
2011,FEMALE,HISPANIC,CAROLINE,12,76
2011,FEMALE,HISPANIC,DANIELLE,12,76
2011,FEMALE,HISPANIC,ELIANNY,12,76
2011,FEMALE,HISPANIC,FATIMA,12,76
2011,FEMALE,HISPANIC,IMANI,11,77
2011,FEMALE,HISPANIC,INGRID,11,77
2011,FEMALE,HISPANIC,IRENE,11,77
2011,FEMALE,HISPANIC,JAELYNN,11,77
2011,FEMALE,HISPANIC,JAMIE,11,77
2011,FEMALE,HISPANIC,JASLENE,11,77
2011,FEMALE,HISPANIC,JIMENA,11,77
2011,FEMALE,HISPANIC,KAELYN,11,77
2011,FEMALE,HISPANIC,KAILYN,11,77
2011,FEMALE,HISPANIC,MEGAN,11,77
2011,FEMALE,HISPANIC,MIRANDA,11,77
2011,FEMALE,HISPANIC,MIRIAM,11,77
2011,FEMALE,HISPANIC,NATASHA,11,77
2011,FEMALE,HISPANIC,NINA,11,77
2011,FEMALE,HISPANIC,NOEMI,11,77
2011,FEMALE,HISPANIC,RAQUEL,11,77
2011,FEMALE,HISPANIC,ROSE,11,77
2011,FEMALE,HISPANIC,SADIE,11,77
2011,FEMALE,HISPANIC,STELLA,11,77
2011,FEMALE,HISPANIC,STEPHANY,11,77
2011,FEMALE,HISPANIC,TATIANA,11,77
2011,FEMALE,HISPANIC,TIANA,11,77
2011,FEMALE,HISPANIC,VIVIANA,11,77
2011,FEMALE,HISPANIC,YAMILET,11,77
2011,FEMALE,WHITE,ALESSIA,14,77
2011,FEMALE,WHITE,ALISA,14,77
2011,FEMALE,WHITE,ANNABEL,14,77
2011,FEMALE,WHITE,ARIEL,14,77
2011,FEMALE,WHITE,BLAKE,14,77
2011,FEMALE,WHITE,BRIDGET,14,77
2011,FEMALE,WHITE,BRYNN,14,77
2011,FEMALE,WHITE,CHARLIE,14,77
2011,FEMALE,WHITE,CHRISTINA,14,77
2011,FEMALE,WHITE,COLETTE,14,77
2011,FEMALE,WHITE,ELISHEVA,14,77
2011,FEMALE,WHITE,ESTER,14,77
2011,FEMALE,WHITE,GOLDA,14,77
2011,FEMALE,WHITE,ISLA,14,77
2011,FEMALE,WHITE,JASMINE,14,77
2011,FEMALE,WHITE,JOYCE,14,77
2011,FEMALE,WHITE,MATILDA,14,77
2011,FEMALE,WHITE,RYAN,14,77
2011,FEMALE,WHITE,SURI,14,77
2011,FEMALE,WHITE,TESSA,14,77
2011,FEMALE,WHITE,TZIVIA,14,77
2011,FEMALE,WHITE,VANESSA,14,77
2011,FEMALE,HISPANIC,ALANA,11,77
2011,FEMALE,HISPANIC,ALYSON,11,77
2011,FEMALE,HISPANIC,ANAYA,11,77
2011,FEMALE,HISPANIC,ANGELY,11,77
2011,FEMALE,HISPANIC,BRIELLE,11,77
2011,FEMALE,HISPANIC,CAROLINA,11,77
2011,FEMALE,HISPANIC,CELESTE,11,77
2011,FEMALE,HISPANIC,CHARLOTTE,11,77
2011,FEMALE,HISPANIC,CHRISTINA,11,77
2011,FEMALE,HISPANIC,CLARA,11,77
2011,FEMALE,HISPANIC,DAMARIS,11,77
2011,FEMALE,HISPANIC,ELIANNA,11,77
2011,FEMALE,HISPANIC,HAZEL,10,78
2011,FEMALE,HISPANIC,IRIS,10,78
2011,FEMALE,HISPANIC,ISABELA,10,78
2011,FEMALE,HISPANIC,JAYDA,10,78
2011,FEMALE,HISPANIC,JAYLYN,10,78
2011,FEMALE,HISPANIC,KATELYNN,10,78
2011,FEMALE,HISPANIC,KAYLEIGH,10,78
2011,FEMALE,HISPANIC,KYLEE,10,78
2011,FEMALE,HISPANIC,LEA,10,78
2011,FEMALE,HISPANIC,LEYLA,10,78
2011,FEMALE,HISPANIC,MARILYN,10,78
2011,FEMALE,HISPANIC,MARISOL,10,78
2011,FEMALE,HISPANIC,NANCY,10,78
2011,FEMALE,HISPANIC,NATHALIA,10,78
2011,FEMALE,HISPANIC,PAOLA,10,78
2011,FEMALE,HISPANIC,REBECCA,10,78
2011,FEMALE,HISPANIC,ROSA,10,78
2011,FEMALE,HISPANIC,SARIAH,10,78
2011,FEMALE,HISPANIC,SASHA,10,78
2011,FEMALE,HISPANIC,SAVANNA,10,78
2011,FEMALE,HISPANIC,STACY,10,78
2011,FEMALE,HISPANIC,VERONICA,10,78
2011,FEMALE,WHITE,BRUCHY,13,78
2011,FEMALE,WHITE,DAISY,13,78
2011,FEMALE,WHITE,DANIELA,13,78
2011,FEMALE,WHITE,DIANA,13,78
2011,FEMALE,WHITE,ELISE,13,78
2011,FEMALE,WHITE,IRIS,13,78
2011,FEMALE,WHITE,KYLIE,13,78
2011,FEMALE,WHITE,LARA,13,78
2011,FEMALE,WHITE,LILLY,13,78
2011,FEMALE,WHITE,LINA,13,78
2011,FEMALE,WHITE,MILENA,13,78
2011,FEMALE,WHITE,PAIGE,13,78
2011,FEMALE,WHITE,PARKER,13,78
2011,FEMALE,WHITE,REESE,13,78
2011,FEMALE,WHITE,RIFKY,13,78
2011,FEMALE,WHITE,ROIZY,13,78
2011,FEMALE,WHITE,WILLA,13,78
2011,FEMALE,WHITE,YACHET,13,78
2011,FEMALE,HISPANIC,ABBY,10,78
2011,FEMALE,HISPANIC,ARIANNY,10,78
2011,FEMALE,HISPANIC,BRIANNY,10,78
2011,FEMALE,HISPANIC,CASSANDRA,10,78
2011,FEMALE,HISPANIC,CRISTINA,10,78
2011,FEMALE,HISPANIC,CYNTHIA,10,78
2011,FEMALE,WHITE,ADELINE,12,79
2011,FEMALE,WHITE,BARBARA,12,79
2011,FEMALE,WHITE,CASEY,12,79
2011,FEMALE,WHITE,GENEVIEVE,12,79
2011,FEMALE,WHITE,GRETA,12,79
2011,FEMALE,WHITE,KATHRYN,12,79
2011,FEMALE,WHITE,LEORA,12,79
2011,FEMALE,WHITE,LILAH,12,79
2011,FEMALE,WHITE,MAKAYLA,12,79
2011,FEMALE,WHITE,MELANIE,12,79
2011,FEMALE,WHITE,MIKAYLA,12,79
2011,FEMALE,WHITE,RIFKA,12,79
2011,FEMALE,WHITE,RUCHY,12,79
2011,FEMALE,WHITE,TZIPORA,12,79
2011,FEMALE,WHITE,ALICIA,11,80
2011,FEMALE,WHITE,ALINA,11,80
2011,FEMALE,WHITE,AMIRA,11,80
2011,FEMALE,WHITE,AMY,11,80
2011,FEMALE,WHITE,AVIGAIL,11,80
2011,FEMALE,WHITE,CAITLIN,11,80
2011,FEMALE,WHITE,CAMERON,11,80
2011,FEMALE,WHITE,ELLIANA,11,80
2011,FEMALE,WHITE,FINLEY,11,80
2011,FEMALE,WHITE,HADASSA,11,80
2011,FEMALE,WHITE,HANNA,11,80
2011,FEMALE,WHITE,JORDYN,11,80
2011,FEMALE,WHITE,KAYLEE,11,80
2011,FEMALE,WHITE,KIRA,11,80
2011,FEMALE,WHITE,PIPER,11,80
2011,FEMALE,WHITE,RUTH,11,80
2011,FEMALE,WHITE,SYLVIA,11,80
2011,FEMALE,WHITE,TAMAR,11,80
2011,FEMALE,WHITE,VALERIE,11,80
2011,FEMALE,WHITE,VERONIKA,11,80
2011,FEMALE,WHITE,ANGELICA,10,81
2011,FEMALE,WHITE,ARIELA,10,81
2011,FEMALE,WHITE,ATARA,10,81
2011,FEMALE,WHITE,AUBREY,10,81
2011,FEMALE,WHITE,AUTUMN,10,81
2011,FEMALE,WHITE,AYLA,10,81
2011,FEMALE,WHITE,BIANCA,10,81
2011,FEMALE,WHITE,CELIA,10,81
2011,FEMALE,WHITE,CHAVY,10,81
2011,FEMALE,WHITE,CORA,10,81
2011,FEMALE,WHITE,DALIA,10,81
2011,FEMALE,WHITE,FRIMET,10,81
2011,FEMALE,WHITE,GIOVANNA,10,81
2011,FEMALE,WHITE,IDY,10,81
2011,FEMALE,WHITE,ILANA,10,81
2011,FEMALE,WHITE,IZABELLA,10,81
2011,FEMALE,WHITE,JULIE,10,81
2011,FEMALE,WHITE,LEILA,10,81
2011,FEMALE,WHITE,LONDON,10,81
2011,FEMALE,WHITE,MIRI,10,81
2011,FEMALE,WHITE,NICOLETTE,10,81
2011,FEMALE,WHITE,QUINN,10,81
2011,FEMALE,WHITE,SHEVY,10,81
2011,FEMALE,WHITE,SIMI,10,81
2011,FEMALE,WHITE,TZIPORAH,10,81
2011,FEMALE,WHITE,TZIPPY,10,81
2011,FEMALE,WHITE,YASMINE,10,81
2011,MALE,ASIAN,ETHAN,177,1
2011,MALE,BLACK ,JAYDEN,184,1
2011,MALE,HISPANIC,JAYDEN,426,1
2011,MALE,WHITE,MICHAEL,292,1
2011,MALE,ASIAN,JAYDEN,173,2
2011,MALE,BLACK ,AIDEN,167,2
2011,MALE,HISPANIC,JUSTIN,310,2
2011,MALE,WHITE,JOSEPH,281,2
2011,MALE,ASIAN,RYAN,150,3
2011,MALE,BLACK ,ELIJAH,156,3
2011,MALE,HISPANIC,JACOB,303,3
2011,MALE,WHITE,JACOB,265,3
2011,MALE,ASIAN,JUSTIN,110,4
2011,MALE,BLACK ,JEREMIAH,153,4
2011,MALE,HISPANIC,MATTHEW,276,4
2011,MALE,WHITE,DAVID,258,4
2011,MALE,ASIAN,LUCAS,103,5
2011,MALE,BLACK ,JOSHUA,128,5
2011,MALE,HISPANIC,ANGEL,253,5
2011,MALE,WHITE,BENJAMIN,230,5
2011,MALE,ASIAN,JASON,98,6
2011,MALE,BLACK ,ETHAN,124,6
2011,MALE,HISPANIC,ETHAN,251,6
2011,MALE,WHITE,MOSHE,224,6
2011,MALE,ASIAN,AIDEN,96,7
2011,MALE,BLACK ,JOSIAH,121,7
2011,MALE,HISPANIC,CHRISTOPHER,239,7
2011,MALE,WHITE,DANIEL,210,7
2011,MALE,ASIAN,KEVIN,92,8
2011,MALE,BLACK ,ISAIAH,105,8
2011,MALE,HISPANIC,DANIEL,221,8
2011,MALE,WHITE,ALEXANDER,197,8
2011,MALE,ASIAN,ERIC,85,9
2011,MALE,BLACK ,TYLER,101,9
2011,MALE,HISPANIC,ALEXANDER,219,9
2011,MALE,WHITE,MATTHEW,189,9
2011,MALE,ASIAN,DANIEL,84,10
2011,MALE,BLACK ,MICHAEL,93,10
2011,MALE,HISPANIC,ANTHONY,207,10
2011,MALE,WHITE,JACK,183,10
2011,MALE,ASIAN,MUHAMMAD,76,11
2011,MALE,BLACK ,CHRISTIAN,91,11
2011,MALE,BLACK ,NOAH,91,11
2011,MALE,HISPANIC,JOSHUA,190,11
2011,MALE,WHITE,SAMUEL,181,11
2011,MALE,ASIAN,MATTHEW,74,12
2011,MALE,BLACK ,AMIR,89,12
2011,MALE,HISPANIC,AIDEN,188,12
2011,MALE,WHITE,ABRAHAM,172,12
2011,MALE,WHITE,JAMES,172,12
2011,MALE,ASIAN,VINCENT,71,13
2011,MALE,BLACK ,AYDEN,88,13
2011,MALE,HISPANIC,BRANDON,184,13
2011,MALE,WHITE,WILLIAM,170,13
2011,MALE,ASIAN,ANDREW,70,14
2011,MALE,BLACK ,JUSTIN,85,14
2011,MALE,HISPANIC,JONATHAN,183,14
2011,MALE,HISPANIC,KEVIN,183,14
2011,MALE,HISPANIC,SEBASTIAN,183,14
2011,MALE,WHITE,JOHN,166,14
2011,MALE,ASIAN,IVAN,66,15
2011,MALE,ASIAN,WILLIAM,66,15
2011,MALE,BLACK ,DAVID,84,15
2011,MALE,HISPANIC,DAVID,178,15
2011,MALE,WHITE,NICHOLAS,153,15
2011,MALE,ASIAN,AUSTIN,64,16
2011,MALE,BLACK ,MASON,83,16
2011,MALE,HISPANIC,MICHAEL,174,16
2011,MALE,WHITE,HENRY,149,16
2011,MALE,ASIAN,DYLAN,53,17
2011,MALE,BLACK ,JACOB,82,17
2011,MALE,HISPANIC,MASON,173,17
2011,MALE,WHITE,CHAIM,147,17
2011,MALE,ASIAN,ALEX,52,18
2011,MALE,BLACK ,DANIEL,81,18
2011,MALE,HISPANIC,GABRIEL,158,18
2011,MALE,WHITE,ANTHONY,135,18
2011,MALE,ASIAN,AARON,51,19
2011,MALE,ASIAN,EVAN,51,19
2011,MALE,BLACK ,CHRISTOPHER,80,19
2011,MALE,HISPANIC,ADRIAN,157,19
2011,MALE,HISPANIC,NOAH,157,19
2011,MALE,WHITE,ANDREW,133,19
2011,MALE,ASIAN,JONATHAN,50,20
2011,MALE,BLACK ,JADEN,75,20
2011,MALE,HISPANIC,CHRISTIAN,151,20
2011,MALE,WHITE,LIAM,131,20
2011,MALE,ASIAN,JACOB,49,21
2011,MALE,BLACK ,MALACHI,72,21
2011,MALE,HISPANIC,JOSE,144,21
2011,MALE,WHITE,ADAM,129,21
2011,MALE,WHITE,CHARLES,129,21
2011,MALE,ASIAN,ALEXANDER,47,22
2011,MALE,BLACK ,ANTHONY,66,22
2011,MALE,HISPANIC,JOSEPH,140,22
2011,MALE,WHITE,LUCAS,128,22
2011,MALE,ASIAN,ANTHONY,46,23
2011,MALE,ASIAN,MOHAMMAD,46,23
2011,MALE,BLACK ,NATHANIEL,64,23
2011,MALE,HISPANIC,DYLAN,136,23
2011,MALE,WHITE,DYLAN,127,23
2011,MALE,ASIAN,KYLE,45,24
2011,MALE,BLACK ,LIAM,61,24
2011,MALE,HISPANIC,LUIS,131,24
2011,MALE,WHITE,RYAN,126,24
2011,MALE,ASIAN,ALVIN,43,25
2011,MALE,ASIAN,ANDY,43,25
2011,MALE,BLACK ,MATTHEW,59,25
2011,MALE,HISPANIC,ANDREW,125,25
2011,MALE,WHITE,THOMAS,121,25
2011,MALE,ASIAN,MOHAMMED,41,26
2011,MALE,ASIAN,NATHAN,41,26
2011,MALE,BLACK ,TRISTAN,58,26
2011,MALE,BLACK ,XAVIER,58,26
2011,MALE,HISPANIC,LUCAS,122,26
2011,MALE,HISPANIC,RYAN,122,26
2011,MALE,WHITE,ETHAN,118,26
2011,MALE,ASIAN,BRIAN,40,27
2011,MALE,ASIAN,LEO,40,27
2011,MALE,BLACK ,AMARI,57,27
2011,MALE,BLACK ,BRANDON,57,27
2011,MALE,HISPANIC,JEREMIAH,120,27
2011,MALE,WHITE,MENACHEM,103,27
2011,MALE,ASIAN,BENJAMIN,39,28
2011,MALE,BLACK ,AARON,53,28
2011,MALE,BLACK ,JONATHAN,53,28
2011,MALE,BLACK ,JORDAN,53,28
2011,MALE,HISPANIC,JEREMY,118,28
2011,MALE,WHITE,YOSEF,102,28
2011,MALE,ASIAN,MICHAEL,38,29
2011,MALE,BLACK ,CAMERON,47,29
2011,MALE,HISPANIC,ELIJAH,110,29
2011,MALE,WHITE,LUKE,101,29
2011,MALE,ASIAN,ALAN,37,30
2011,MALE,BLACK ,EMMANUEL,46,30
2011,MALE,HISPANIC,CARLOS,109,30
2011,MALE,WHITE,OLIVER,100,30
2011,MALE,ASIAN,JAMES,36,31
2011,MALE,ASIAN,JOSHUA,36,31
2011,MALE,ASIAN,KINGSLEY,36,31
2011,MALE,BLACK ,CALEB,44,31
2011,MALE,BLACK ,JASON,44,31
2011,MALE,HISPANIC,AYDEN,104,31
2011,MALE,HISPANIC,STEVEN,104,31
2011,MALE,WHITE,NOAH,99,31
2011,MALE,ASIAN,STEVEN,35,32
2011,MALE,BLACK ,DYLAN,42,32
2011,MALE,HISPANIC,LIAM,103,32
2011,MALE,HISPANIC,NICHOLAS,103,32
2011,MALE,WHITE,ELI,97,32
2011,MALE,ASIAN,MASON,34,33
2011,MALE,BLACK ,CHASE,41,33
2011,MALE,BLACK ,RYAN,41,33
2011,MALE,HISPANIC,AARON,102,33
2011,MALE,WHITE,GABRIEL,96,33
2011,MALE,ASIAN,AIDAN,32,34
2011,MALE,ASIAN,DEREK,32,34
2011,MALE,BLACK ,KYLE,40,34
2011,MALE,HISPANIC,MIGUEL,101,34
2011,MALE,WHITE,MAX,95,34
2011,MALE,ASIAN,AYAAN,31,35
2011,MALE,ASIAN,TYLER,31,35
2011,MALE,BLACK ,ALEXANDER,39,35
2011,MALE,HISPANIC,BRYAN,99,35
2011,MALE,HISPANIC,JUAN,99,35
2011,MALE,HISPANIC,JULIAN,99,35
2011,MALE,WHITE,SHIMON,94,35
2011,MALE,ASIAN,ABDULLAH,30,36
2011,MALE,ASIAN,SAMUEL,30,36
2011,MALE,BLACK ,JAYLEN,38,36
2011,MALE,HISPANIC,WILLIAM,98,36
2011,MALE,WHITE,CHRISTOPHER,92,36
2011,MALE,WHITE,ISAAC,92,36
2011,MALE,ASIAN,BRANDON,29,37
2011,MALE,BLACK ,JOEL,37,37
2011,MALE,BLACK ,KAYDEN,37,37
2011,MALE,BLACK ,MOHAMED,37,37
2011,MALE,HISPANIC,JOHN,96,37
2011,MALE,WHITE,JOSHUA,89,37
2011,MALE,ASIAN,ADAM,28,38
2011,MALE,ASIAN,DAVID,28,38
2011,MALE,BLACK ,ANDREW,36,38
2011,MALE,BLACK ,GABRIEL,36,38
2011,MALE,HISPANIC,JASON,92,38
2011,MALE,HISPANIC,XAVIER,92,38
2011,MALE,WHITE,ZACHARY,86,38
2011,MALE,ASIAN,ARJUN,27,39
2011,MALE,ASIAN,GAVIN,27,39
2011,MALE,ASIAN,OWEN,27,39
2011,MALE,ASIAN,RAYMOND,27,39
2011,MALE,BLACK ,BRYCE,35,39
2011,MALE,BLACK ,CARTER,35,39
2011,MALE,BLACK ,JAIDEN,35,39
2011,MALE,BLACK ,JOSEPH,35,39
2011,MALE,BLACK ,ZION,35,39
2011,MALE,HISPANIC,JOEL,82,39
2011,MALE,WHITE,LEO,85,39
2011,MALE,ASIAN,NICHOLAS,26,40
2011,MALE,ASIAN,RICHARD,26,40
2011,MALE,BLACK ,JOHN,34,40
2011,MALE,HISPANIC,EVAN,81,40
2011,MALE,WHITE,JULIAN,79,40
2011,MALE,ASIAN,JEFFREY,25,41
2011,MALE,ASIAN,JERRY,25,41
2011,MALE,ASIAN,LIAM,25,41
2011,MALE,ASIAN,OSCAR,25,41
2011,MALE,BLACK ,JAMES,33,41
2011,MALE,BLACK ,MEKHI,33,41
2011,MALE,BLACK ,NASIR,33,41
2011,MALE,HISPANIC,SAMUEL,74,41
2011,MALE,WHITE,AIDEN,78,41
2011,MALE,ASIAN,AYDEN,24,42
2011,MALE,ASIAN,TENZIN,24,42
2011,MALE,BLACK ,NATHAN,32,42
2011,MALE,BLACK ,PRINCE,32,42
2011,MALE,HISPANIC,ISAAC,73,42
2011,MALE,HISPANIC,JADEN,73,42
2011,MALE,WHITE,JACKSON,77,42
2011,MALE,WHITE,JAKE,77,42
2011,MALE,ASIAN,JADEN,23,43
2011,MALE,ASIAN,JORDAN,23,43
2011,MALE,ASIAN,STANLEY,23,43
2011,MALE,ASIAN,WILSON,23,43
